"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
88858.3,38682,150546,50018.3,26634,123076,2988.16,633.94,4079.25,28831.9,6248.58,22225.3,945,32822.4,260.9
55830,31995,114358,18776.2,14047,87599.8,471.54,190.82,834,3481.92,1276.08,6508.32,207,3185.52,261.1
156358,99955,102517,25206.5,19411,85102.9,366.56,312.62,2616,31106.4,5587.92,21136.4,390,3859.44,261.5
125480,80501,102153,27688.4,20433,88806.8,691.36,121.22,1394.25,6352.32,2009.28,6601.92,415.5,5857.8,261.7
152128,87193,114342,39865,28509,91641,957.58,229.1,3534.75,39900.1,7139.34,14344.2,595.5,9962.94,262.1
115486,69514,108878,26105.8,18366,93154.3,531.28,274.92,2286.75,23314.2,4883.58,25024,389.25,5947.5,263.4
166542,93936,116190,35114,22832,100790,1352.56,432.68,4518.75,57163.1,9767.94,25071.5,639.75,12474.5,263.5
121341,63525,125182,47571.4,32677,95407.8,320.74,266.22,2379,17511,4378.14,25892.9,549.75,1970.28,263.5
93757.7,48091,127768,43447.6,28015,101638,185.02,196.04,3194.25,35335.6,6463.86,18353.4,537.75,1857.18,263.8
115584,68749,110183,30377.1,22057,90256.8,2650.02,360.76,2998.5,40752.7,6237.66,9852.96,357.75,23148.8,264.3
107574,78289,90050.5,13923,11585,78762,218.08,9.28,1293.75,15467.4,2591.94,5190.9,217.5,2176.2,264.6
68426.4,41747,107418,15154.6,11655,85214.3,376.42,132.24,750.75,945.36,822.9,3871.14,241.5,3081,265.2
103641,70807,95925.6,13928.5,11107,82183.8,433.26,117.74,2241,33971.3,5287.62,9347.52,235.5,3649.62,266.1
136464,81927,109162,24988.1,18419,88909.2,187.92,298.7,2739.75,33528.3,6285.24,26076.2,461.25,1591.98,267.4
93643.5,54374,112867,47422.4,27974,111099,2563.02,475.02,4518.75,53845.7,9654.84,30523,639,29675.1,267.9
100638,74871,88090.3,20429,15987,83745.1,1.16,142.1,927.75,2368.86,1178.58,7611.24,265.5,751.14,268.6
81770.7,36355,147405,35776.3,18631,125846,2123.38,473.28,2688.75,19613.1,4706.52,18557.8,614.25,24243.2,269.1
86908.1,53910,105650,13993.2,11058,82931.7,675.12,225.04,1734,20148.2,3729.18,13344.2,300,5119.14,269.6
136333,82694,108046,41035.8,27046,99435.1,1394.9,440.8,2574.75,18415.8,4398.42,21141.9,630.75,17137.4,269.8
96349.2,59979,105276,21177.8,16159,85890.6,334.08,194.3,1320,6832.8,2095.86,14714.7,376.5,1347.06,269.9
97014.9,52934,120111,30570.5,20614,97189.8,1350.82,313.78,1730.25,8512.14,2531.1,13657.8,449.25,12618.1,269.9
83992.2,49279,111701,17777.8,13263,87844.6,798.66,176.32,1068.75,8638.5,1744.08,8903.7,202.5,7154.16,270.2
92850.6,49166,123766,36477.5,25194,94887.2,581.74,208.8,2638.5,13854.4,3467.88,8993.4,665.25,2282.28,270.3
96197.6,50824,124044,26875.7,18008,97807.9,923.94,190.82,1642.5,7779.72,2211.3,7453.68,444,7704.84,270.3
74330.8,39358,123770,26259.5,18698,92038.8,408.9,74.24,1597.5,5225.22,2169.18,9792.9,486.75,1734.72,270.3
81235.5,44393,119925,22672.3,16601,89503.6,228.52,153.12,2064.75,21914.9,3951.48,9491.82,377.25,1635.66,270.6
131944,75433,114632,33057.2,22813,94964.9,525.48,151.96,2104.5,14527.5,3559.14,17170.9,519.75,1390.74,270.6
150326,83839,117508,32859.8,23663,91007.2,697.74,321.32,1749,10987.1,3215.16,23570.8,450,6180.72,271
111902,75371,97300.3,19941.5,15707,83204,543.46,43.5,873,2309.58,1271.4,5768.88,247.5,4496.7,271.1
57562.7,31323,120436,28735.2,19759,95308,890.88,252.88,1815,6733.74,2454.66,13937.8,487.5,6602.7,271.2
112054,60770,120842,26649.5,19026,91795.5,153.7,130.5,2139.75,17429.9,3403.92,7792.2,516,1262.82,271.3
97495,51338,124458,46601.9,28606,106764,425.14,238.38,1841.25,4960.02,2614.56,18563.2,525,5117.58,271.6
117790,69042,111808,35245.1,22358,103311,499.96,218.66,2853.75,26620.6,5130.84,11548.7,555.75,5796.18,272
67173.8,36648,120124,25957.6,17068,99669.5,792.28,272.6,1699.5,10301.5,2774.46,16034.5,420.75,7501.26,272.7
109152,60795,117664,25768.1,18815,89754.8,665.26,153.7,1164,2733.9,1485.12,10697.7,386.25,7797.66,273.2
82796.8,46115,117666,23820.4,17191,90808.9,1107.22,228.52,1598.25,8072.22,2296.32,7782.84,458.25,8931,273.4
105715,60802,113946,25177.6,18134,90991.5,650.18,279.56,1686,8044.92,2462.46,11548.7,453.75,3070.08,273.8
91115.2,47608,125427,28954.4,19260,98523.1,350.32,139.2,1778.25,14634.4,3095.82,8862.36,428.25,4134.78,275.2
105183,55787,123564,35362.1,22459,103188,1117.66,326.54,2760.75,26498.9,5110.56,18801.9,507,9416.16,275.2
70470.4,35615,129674,33713.9,21119,104620,220.98,266.22,2367.75,16433.8,3875.04,22843.1,534.75,1311.96,275.9
115822,62028,122373,46432.6,26540,114657,1520.76,509.82,4494.75,43211.2,8503.56,26051.2,802.5,15352.7,276.7
118147,62244,124395,30838.1,20948,96477.2,1121.14,237.22,3650.25,37560.9,6633.9,13561.1,519,14498.6,276.7
119575,74052,105823,16354.3,12836,83499,620.02,222.14,2080.5,24489.7,4382.04,16615.6,288.75,4105.92,276.8
85728.3,46928,119721,27859.3,19892,91784.9,628.72,251.14,4634.25,58149.8,9435.66,18548.4,429,6087.12,276.9
108803,59191,120467,37662.3,22055,111913,4982.78,951.2,2358.75,15401.1,4051.32,38598.3,562.5,59028.1,276.9
90408.7,47314,125228,29730.5,19286,101028,498.8,275.5,1842,16628,3664.44,21627.8,360.75,7069.92,277.2
71856.3,40980,114914,21329.1,15488,90252.1,598.56,233.16,1947,22534.2,4069.26,13303.7,330,4010.76,277.5
141709,89528,103733,25736.1,19816,85115.1,727.9,158.92,1710,6558.24,2364.18,9016.02,480,4872.66,277.6
156566,84706,121133,51572.8,33346,101358,622.34,218.66,3760.5,16157.7,4606.68,12786.5,924,2995.2,277.7
74043.8,51398,94411,16206.1,12674,83799.9,514.46,122.38,1462.5,16960.3,2872.74,8890.44,222,6744.66,278.2
125726,72782,113209,20120.9,14666,89911.5,957,433.84,3633,48240.7,8509.02,21886.8,405.75,9472.32,278.6
150278,80695,122047,34456.5,23655,95461.5,439.64,150.8,2107.5,14547.8,3377.4,10072.1,525,3352.44,278.7
72367,45272,104759,18164.6,13656,87173.2,953.52,198.94,1077.75,11520.6,2129.4,10205.5,181.5,10122.8,278.9
38765.4,23856,106494,34177.3,18176,123231,369.46,157.18,3987.75,18979.7,4138.68,11462.9,713.25,1868.88,279
126451,68419,121123,34911.2,21827,104822,580,405.42,3082.5,35572.7,6411.6,19734.8,511.5,6368.7,279.5
102891,54215,124376,30430.1,19447,102549,1223.22,409.48,2846.25,29718.8,5688.54,19814.3,515.25,9272.64,280.2
76679.5,46242,108673,21606.8,15686,90273,1334.58,278.4,1284.75,4454.58,1683.24,8926.32,354.75,13132.1,280.3
74194.1,35475,137065,31905.1,20771,100666,1517.28,635.68,2867.25,19274.6,4806.36,38057.8,663.75,15217,280.8
110224,64468,112050,45471.7,23940,124479,5081.38,841.58,3374.25,26262.6,5952.96,26279,764.25,52531.4,280.9
91844.2,53740,112004,38682.5,26652,95118.5,535.92,269.12,2116.5,15533.7,3699.54,21474.2,428.25,4937.4,281
111260,71886,101432,22506.9,17178,85866.3,424.56,193.14,1413.75,8759.4,2119.26,11272.6,342,4875.78,281.3
121951,63511,125839,24838.3,17043,95511.6,1716.22,516.2,2584.5,26884.3,4892.16,14155.4,425.25,17641.3,281.4
104823,57008,120503,28636.9,20944,89608,861.3,222.72,2019,13377.8,3051.36,12412.9,369.75,5981.04,281.6
104853,63743,107803,18983.6,13979,88998.6,1396.64,472.7,1618.5,10636.9,2998.32,25811,375,11186,281.8
126379,71071,116536,26502.8,18651,93125.8,339.3,259.84,3172.5,37597.6,6478.68,17199.8,447.75,2625.48,281.8
114438,67183,111632,18511,14235,85221.9,586.96,365.98,2430.75,30175.9,5668.26,28168.1,333.75,5283.72,282.5
106806,59191,118255,28739.9,20835,90400.6,1109.54,403.68,2244.75,23029.5,4340.7,23452.3,392.25,12814.6,282.6
163664,88911,120637,41490.5,28411,95706.7,435,263.32,1918.5,9774.96,3081.78,18563.2,471.75,1742.52,282.7
65592.1,42507,101128,14192.1,11103,83769.6,135.72,154.86,1451.25,16796.5,3002.22,12383.3,177.75,1779.18,283.4
150375,84486,116646,58193.5,30578,124723,1803.8,620.02,9223.5,116391,19430.6,38142.8,1143,16220.9,283.5
164884,90994,118754,51244.4,30950,108509,622.34,315.52,3377.25,26718.9,5747.04,25863.2,744,2308.8,284.2
104476,56683,120793,25597.3,17931,93555.4,639.74,278.98,1959,20530.4,3665.22,11473.8,363.75,6779.76,284.3
56142.8,36810,99955.9,15159.3,12058,82391.8,513.88,81.78,981.75,3120.78,1003.08,2400.84,314.25,4755.66,284.3
96000.4,45789,137402,30602.5,19149,104735,1010.94,249.4,2315.25,10713.3,3555.24,13783.4,573,12237.4,284.4
72712.4,43659,109148,15604.7,12235,83585.5,604.94,139.78,1047,7954.44,1666.08,4605.9,213.75,6902.22,284.5
144493,81582,116073,43687,29082,98448.3,770.24,204.16,3262.5,16027.4,4821.96,14045.5,806.25,2913.3,284.7
112012,57524,127613,28877.2,19380,97651.9,764.44,201.26,2110.5,14767.7,3405.48,16106.2,493.5,5867.94,285.4
97790.8,57819,110843,28756.3,21179,88983,737.18,120.64,1294.5,10248.4,2321.28,8821.02,268.5,5526.3,285.5
72476.4,48803,97326.3,11695.3,9251,82852.1,237.22,82.36,946.5,9695.4,1916.46,8862.36,201,1778.4,285.9
83924.9,56375,97562.8,16932.2,12547,88441.2,282.46,108.46,1422.75,11104.9,2183.22,4273.62,324,946.92,286.2
123165,75486,106930,28396.7,20078,92688.8,361.92,299.86,3294.75,41175.4,7233.72,20234.8,459,1564.68,286.6
67709.6,42246,105038,16667.8,13718,79628.4,330.02,-12.76,1202.25,2513.16,1042.86,1932.84,446.25,2118.48,286.6
53993.4,37563,94202,8551.92,7151,78374.9,186.76,53.36,659.25,4726.02,1055.34,5330.52,126.75,1674.66,286.9
103025,60130,112288,23017,16870,89415.7,425.14,42.92,1465.5,12518.2,2634.84,6227.52,368.25,3094.26,287.3
151026,100963,98032.3,26332.8,19399,88960.6,1550.92,407.74,1938.75,17193.5,3412.5,11051,357,20297.2,287.6
98738.7,62894,102886,23841.5,18186,85916.4,549.26,174.58,1107.75,4891.38,1632.54,6864,279.75,5979.48,287.8
58278.7,27091,140982,41407.1,25523,106322,2694.68,508.66,3328.5,22714.4,5247.06,25623,731.25,25435.8,287.8
57273.7,37182,100949,9789,8026,79931.7,169.94,171.1,786,6617.52,1528.02,5036.46,170.25,1655.16,288.1
58526.2,38226,100339,24877.3,18690,87231.7,309.14,163.56,1724.25,21293.2,3538.86,11242.1,277.5,3636.36,288.7
143258,84715,110825,39581.9,24959,103932,1128.68,175.16,2344.5,16649.1,3517.8,10300.7,540.75,8222.76,288.9
118763,68457,113695,35181.1,24733,93220.8,366.56,238.38,2872.5,30531.5,5666.7,15578.2,474.75,1669.98,289.9
149421,90688,107980,34685.8,23008,98799.1,2353.06,455.3,6174,85247,13511.2,15568.8,706.5,27199.4,290
101962,52487,127311,35127.3,22199,103703,746.46,562.6,3144.75,35992.3,7020,33706.1,477.75,6374.94,290.1
149543,96175,101902,30755.4,23435,86007.5,545.2,168.78,2706.75,22387.6,4625.4,13368.4,559.5,1961.7,290.3
136747,82275,108926,29224.3,21063,90929.2,102.66,116,1374.75,7931.82,1813.5,3331.38,400.5,1059.24,290.6
142060,79715,116792,48041.8,30231,104147,679.76,236.64,3202.5,13746.7,3677.7,8835.06,770.25,5195.58,290.8
89819.2,61216,96157.7,18147.5,14464,82225.8,158.92,104.4,1011,7293.78,1673.88,6515.34,256.5,3861.78,290.9
97946.5,47550,134995,37688.8,22810,108285,903.64,259.26,3139.5,26693.9,5110.56,10153.3,649.5,8409.18,291
97130.5,60465,105277,21060,15761,87569.8,624.66,158.34,1652.25,9864.66,2645.76,9473.1,410.25,5770.44,291.6
135347,92978,95399.7,27546.5,20438,88329.9,327.7,172.26,1288.5,9214.92,2167.62,9426.3,315,5458.44,292.2
69589.2,43723,104307,18788.6,14571,84505.7,375.26,310.88,1683.75,7027.02,2574,19908.7,420,1385.28,292.3
100259,62476,105170,20006.2,14636,89582.4,553.9,163.56,2215.5,26754,4746.3,12066.6,295.5,4091.1,292.5
79191.4,41718,124404,31076.8,18882,107862,396.14,250.56,2470.5,18121.7,4048.2,15518.9,516,1348.62,292.7
71007,43553,106847,20208.2,14401,91963.6,586.38,290,1774.5,19309.7,3812.64,17092.9,340.5,5729.1,293.3
70804.3,40496,114585,22285.4,16548,88258.1,450.08,220.4,1638.75,13816.1,3156.66,12302.2,393,2231.58,293.3
117161,68182,112615,42570.8,29282,95277.7,1113.02,322.48,2290.5,13041.6,3364.14,17838.6,513.75,10693,293.4
89788.6,56284,104548,16273.1,12460,85592,179.8,87.58,1129.5,10516,2284.62,7746.96,229.5,1462.5,293.7
98181.8,52999,121407,34403.5,23315,96704.5,1757.4,281.3,1725,9516,2590.38,13325.5,394.5,17702.9,293.8
172793,98943,114452,37122.5,27087,89816.6,197.2,197.78,2660.25,16145.2,4147.26,12437.9,621,2362.62,294
91187.3,57049,104753,16743.5,12845,85426.3,429.78,186.18,1677.75,19167.7,3705.78,17656.1,282,3113.76,294.1
85212.8,57663,96847.4,15425.3,12159,83141,339.3,81.2,1341,12590.8,2440.62,8711.04,238.5,1673.1,294.3
106319,59096,117906,28657.2,20200,92974.2,912.34,214.02,1689.75,11749.1,2687.88,4492.8,417,8232.9,294.5
101502,50295,132261,48524.6,29991,106035,1803.22,502.86,3489,30459,6499.74,34690.5,687,16952.5,295
119816,76605,102503,22529.5,16893,87402.8,370.62,40.02,1665.75,16896.4,3208.92,10697.7,300.75,4582.5,295.5
67848.4,48904,90923.2,12645.4,10520,78776.3,143.84,88.74,854.25,4591.86,1288.56,5285.28,226.5,1329.9,295.7
77742.4,53612,95033.3,17292.6,14204,79786.5,259.26,23.2,890.25,3570.06,1047.54,2686.32,339.75,1322.1,295.9
108300,65950,107620,30955.1,23422,86614,656.56,362.5,4689,67820.2,11194.6,26905.3,472.5,6117.54,296.1
88785.6,54697,106380,13698.4,10569,84940.5,100.34,74.24,2539.5,37472.8,6065.28,9565.14,324.75,836.94,296.1
70931.5,45171,102910,22105.2,16291,88925.6,363.08,163.56,2097,22666.8,4216.68,11324,348.75,1418.82,296.3
122904,73007,110327,24867.2,17647,92349.7,132.24,88.16,1620.75,12274.1,2662.92,10355.3,363,1031.16,297
115852,83734,90673.4,17956.4,14258,82535.4,205.9,121.8,1275.75,6349.2,2038.14,7623.72,423,1613.82,297.4
149175,83790,116677,40154.4,28142,93510,214.02,227.94,3311.25,35901.8,6122.22,12000.3,534.75,2085.72,297.6
52445.7,29198,117716,20354.9,14302,93272.1,310.3,190.24,1332,10682.9,2484.3,12097.8,241.5,957.84,298.2
131314,80405,107031,21331.4,15829,88317.5,1608.34,343.94,1089,1464.06,1570.92,18121,324,16802,298.4
130684,83122,103036,29860,21442,91264.9,632.2,97.44,1742.25,14877.7,2971.8,8322.6,345,7207.98,298.8
134162,74543,117951,33130.5,23483,92460.1,440.8,330.02,2608.5,24889.8,5313.36,28955.2,506.25,1636.44,299.3
89917.8,51298,114875,22187.1,16674,87204.9,459.36,201.84,1749,17602.3,3563.04,15287.2,288.75,4931.16,299.8
117518,70596,109095,21322.9,15988,87404,549.84,199.52,2027.25,22627,4070.04,6421.74,321.75,4871.88,299.9
85280.2,43676,127963,48743.8,31052,102875,222.14,324.8,2494.5,16179.5,4378.92,24231.5,609.75,1707.42,300.4
63274,36143,114731,27598,16955,106674,2470.8,621.76,4694.25,67345.2,10802.2,35086.7,453,24304.8,300.6
111449,60606,120515,48884.9,30702,104349,1894.86,664.68,4065.75,27863.2,6415.5,36291.8,677.25,22502.2,300.7
100456,54139,121603,33261.5,20939,104104,760.96,389.18,2501.25,17083.6,4451.46,30538.6,630,8339.76,300.9
91383.2,54674,109538,24683.9,18646,86757.6,317.84,128.18,1344,10970.7,2365.74,8552.7,282.75,3823.56,301.2
170648,96592,115782,33982.3,23376,95271.3,766.76,297.54,4617,57847.9,9990.24,17675.6,555,7431.84,301.6
125643,67235,122468,32010.4,22183,94569.5,1413.46,540.56,3627.75,45495.1,8424.78,39739.4,535.5,13180.4,301.6
141180,77264,119750,21241,10560,131823,791.12,368.3,2829,24304,5031.78,18113.2,548.25,6658.86,302.1
100068,50787,129129,36144.4,23175,102212,1076.48,520.84,2883.75,24076.3,5638.62,35944.7,569.25,9964.5,302.4
110228,62270,116009,25503.7,18366,91005.5,917.56,374.68,1644,9334.26,2830.62,24417.9,421.5,8484.84,302.5
109884,69963,102931,19369,15391,82474.4,452.4,138.04,1853.25,24123.1,3726.84,6639.36,259.5,5084.04,302.6
89935.4,63386,92986,17224.7,14250,79216.9,229.1,49.3,843,3276,965.64,4023.24,310.5,833.04,302.8
94650.6,42566,145727,48683.7,28566,111690,1405.34,549.84,4539,47935.7,8704.8,31572.1,777,10526.1,302.8
75584.7,42154,117510,28592.5,20318,92225.4,582.32,94.54,1662,5093.4,1911,5994.3,482.25,2148.12,303.7
117821,75165,102727,20817.4,15913,85734.3,591.6,179.8,2418,25040.3,4915.56,15546.2,411,3912.48,304.1
186812,112203,109114,28132.3,20395,90398.4,1153.04,753.42,4751.25,61997.5,11297.5,53032.2,542.25,11001.1,305.2
91744.2,48863,123049,25226.8,18123,91224.5,463.42,175.16,1884,4054.44,2323.62,7449.78,540,2112.24,305.3
59102.9,35044,110529,14549.3,11316,84261.7,328.86,99.76,831.75,2306.46,909.48,3636.36,249,2650.44,305.4
109210,61946,115539,19662.2,14510,88806.7,630.46,422.82,1913.25,15511.9,3815.76,22767.4,389.25,6093.36,305.4
89615.8,42441,138382,37736.4,16925,146121,451.24,352.64,6367.5,74635.1,13148.5,33966.7,831.75,3815.76,305.9
91938.7,47318,127336,31153.2,21506,94934.3,244.76,182.7,2279.25,7551.96,2670.72,7885.02,670.5,2380.56,306
74953.7,44432,110555,30405.2,22052,90360.7,112.52,165.88,1655.25,13955,2914.08,9958.26,342,1184.82,306
114637,66448,113064,19958.6,15104,86600.2,853.76,369.46,2940,32050.2,5880.42,21758.1,459,8473.92,306.2
98578.9,50699,127428,38305,22079,113699,401.36,110.78,2320.5,7601.1,2759.64,14802.8,587.25,1756.56,306.3
82312,39927,135107,47111.2,25011,123445,1155.36,345.1,3839.25,43584.1,7982.52,16940,636,10391.9,306.4
134091,71794,122402,30902,21954,92247.3,314.94,244.18,2671.5,27459.1,5304,20237.1,492,1903.98,306.6
131649,65109,132512,53321.6,28421,122954,1378.66,517.94,3452.25,23767.4,5694,34877.7,774.75,14196.8,306.6
77410.5,36534,138862,52102.4,27798,122836,1380.98,368.88,6189.75,67684.5,11711.7,30342.8,948,12125.1,306.6
107329,58339,120570,32926.1,22147,97433,147.9,181.54,4843.5,68576,10859.2,18585.1,511.5,2474.16,307
108771,55258,129002,29687.6,18954,102649,2724.26,598.56,2683.5,14085.2,3812.64,25081.7,634.5,30501.1,307.2
142804,79500,117721,25699.4,18344,91814.1,1363,349.16,2351.25,20177.8,4449.9,22262,483.75,12035.4,307.6
84458,38489,143808,46598,23245,131376,1957.5,540.56,4832.25,45523.1,8834.28,26633.9,868.5,19319,307.7
92720,45995,132112,47091.7,23851,129395,2785.74,740.08,3948.75,21422.7,6516.12,47392.8,1038,26260.3,307.9
89061.6,63091,92513.1,25422.5,16755,99438.5,207.64,91.06,3386.25,39614.6,6495.06,10672.7,476.25,1494.48,308.2
81879.5,53357,100569,10424.7,8621,79247.5,288.84,147.9,1527.75,18273.1,3292.38,14300.5,211.5,2563.86,308.3
124339,76297,106802,18267.6,14237,84089.7,254.04,199.52,1454.25,9204.78,2454.66,9355.32,354.75,645.06,308.3
111058,60104,121095,31797.5,20920,99611.8,1474.94,238.96,3490.5,43316.5,7002.84,12546.3,510.75,14072.8,308.3
139637,81836,111824,38258.2,25112,99844.3,1196.54,414.7,2085,7830.42,2932.8,20296.4,578.25,8785.14,308.4
73537.9,45462,106009,20868.1,15494,88267.3,761.54,205.32,1728,17099.2,3209.7,8474.7,332.25,8675.16,308.5
147300,84436,114328,22311.1,15856,92216.3,1665.76,315.52,1611.75,10232.8,2719.08,14657.8,408,15543.8,308.8
98312.4,53690,120004,23935.1,17594,89155.9,1010.94,224.46,1505.25,9518.34,2191.8,9602.58,387.75,8665.02,308.9
108325,71546,99225.2,23335.3,18238,83852.4,603.2,116.58,1710.75,18988.3,3638.7,7865.52,301.5,4191.72,310.5
103966,54111,125917,26218.9,18123,94812.3,1019.64,153.7,2478,21759.7,4316.52,13571.2,472.5,8255.52,310.6
77832.1,46573,109523,25104.3,16573,99272,684.98,223.3,1698.75,11161.8,2746.38,11894.2,405,6007.56,310.9
133824,71390,122850,34374.6,23354,96462,264.48,276.08,2626.5,21411.8,5234.58,20893.1,565.5,2065.44,311.9
90597.1,49626,119642,19634.9,14330,89797.3,625.82,289.42,2951.25,39251.2,6278.22,13749.1,335.25,6939.66,312.1
78147.6,41878,122295,30852.9,20998,96293.7,205.9,206.48,2058,16390.9,3515.46,13455.8,380.25,3097.38,312.4
113183,75263,98554.9,18046.1,14303,82686.7,474.44,151.96,1833.75,18694.3,3414.84,5555.16,381,3272.1,312.9
132843,78586,110783,26118.3,19486,87842,1165.8,341.62,4713,66960.7,11175.1,21054.5,687,9325.68,313
72331.6,50084,94647.5,15611.7,11856,86296.3,262.74,160.66,1053.75,9257.82,2080.26,10164.2,193.5,1638,313.6
100170,55078,119190,19967.2,14230,91958.7,727.9,162.98,2672.25,34915.1,5793.06,10209.4,419.25,7482.54,313.7
87231.8,56305,101533,18540.6,14081,86291.9,104.4,193.14,1268.25,13800.5,2680.08,9190.74,246,2383.68,313.7
105118,60779,113345,25010.7,18139,90363.4,658.88,142.1,1350.75,6190.86,1996.8,9373.26,387.75,6110.52,314.6
60745.8,33159,120059,37537.5,21351,115220,1062.56,329.44,3312.75,28779.7,6049.68,13382.5,607.5,8625.24,314.8
122437,67770,118401,27832,19262,94694,327.12,115.42,1992.75,4297.02,2382.12,5945.16,628.5,2035.8,314.8
92694.2,55206,110039,19018,14182,87883.3,577.68,298.7,4470,72823.1,11044.8,18985.2,392.25,5497.44,315.9
87146.8,48350,118123,24299.3,18238,87316.7,288.26,153.7,1356.75,11420,2605.98,7082.4,248.25,2591.16,316.4
103726,58940,115334,19723.9,14476,89294.2,294.06,208.8,1902.75,15120.3,3772.08,22743.2,360.75,1521.78,316.6
120216,68280,115385,52519,31352,109782,2412.8,443.12,4320.75,46183.8,8542.56,20802.6,783,22067,316.7
85028.6,55181,100985,20355.7,16025,83246.7,267.38,6.38,1097.25,3520.14,1205.1,4159.74,365.25,1914.9,317
50912.3,31671,105352,15682.7,12279,83702.3,125.28,67.86,737.25,2566.2,971.1,4588.74,203.25,1278.42,317.1
74713,45287,108119,20397,15671,85300.1,614.22,168.2,1034.25,6395.22,1863.42,14446.4,243.75,6348.42,317.8
120779,68237,115998,38591.3,25053,100951,1050.38,476.18,2892.75,29218.8,5534.1,20872,552.75,13714,318.7
144843,94225,100742,30236.7,23249,85233.4,300.44,67.28,2912.25,30539.3,5545.02,7527.78,513,1982.76,318.7
105828,78373,88493.8,20532.7,16629,80920.8,37.12,133.4,1329,11548.7,2421.12,11622.8,227.25,921.96,318.7
134677,78816,111985,24795.4,18160,89482,678.02,168.2,2676.75,26293.8,5195.58,12448.8,495,7530.9,318.7
70023.7,47603,96403,11455.9,9383,80014,229.1,55.1,604.5,1460.94,685.62,2956.98,198,2445.3,319.1
103894,54690,124498,33661.7,20834,105887,370.04,277.82,1950.75,9774.96,3044.34,19842.4,546,2006.94,319.4
140676,84174,109527,25843.7,18766,90253.4,460.52,136.88,2507.25,25084,4460.04,5726.76,487.5,1300.26,319.9
99250.8,51847,125456,47345.2,29639,104687,1408.82,361.92,3360.75,12838,4318.08,20166.1,832.5,12107.9,320.3
64394,33960,124267,24470.9,17228,93088.4,1342.12,328.28,1610.25,14330.9,3097.38,17706,316.5,12590,320.4
71852.2,36546,128849,24410.9,15810,101189,1010.94,241.86,2200.5,23524,4332.9,11419.2,360,11463.7,320.5
84511.8,55780,99293,14841.1,11456,84900.8,481.4,46.4,1225.5,9530.04,1911.78,4467.84,280.5,4835.22,320.6
75317.5,47643,103604,27280.5,20987,85188.7,514.46,162.4,1452.75,10436.4,2325.96,15617.9,286.5,4427.28,321.3
97669.8,53919,118713,30557.3,21643,92528.8,534.18,105.56,2468.25,29997.2,5183.1,11342.8,308.25,5465.46,321.4
132564,72606,119656,25167.5,17370,94955.4,1803.22,349.16,1710.75,5872.62,2315.04,18982.9,526.5,20833.8,321.5
122418,79025,101522,18502.4,14581,83161.1,758.06,142.1,1419.75,5343.78,1720.68,8094.84,456,4651.92,321.8
89947.7,58159,101357,14310.7,11083,84621.8,270.86,198.94,1319.25,14605.5,2685.54,8588.58,266.25,2973.36,322.6
87693.5,47742,120378,22887.5,17134,87542.8,1628.06,303.34,1635.75,16486.9,3157.44,12125.1,286.5,18174.8,322.7
87053.6,61558,92679.2,13267,10950,79403.4,541.14,196.04,1197.75,15139,2660.58,7881.9,201,4195.62,322.7
69948.2,52318,87620.4,10590.1,8910,77893.4,147.9,-20.88,576.75,1053,573.3,1160.64,173.25,1026.48,322.8
122650,75356,106667,39551.5,24348,106458,1401.28,413.54,4266.75,49867.7,8683.74,20028.1,631.5,13936.3,323.3
120115,81243,96892.9,19571.8,15339,83620.5,274.34,148.48,2003.25,23946,4417.14,17478.2,264.75,1104.48,323.4
104932,64430,106733,19891.6,15230,85595.1,752.26,234.32,1394.25,11395.8,2394.6,8207.16,335.25,5694,323.7
71959,54779,86089.6,8569.86,7519,74695.4,248.24,55.1,825,2457.78,1041.3,2588.82,227.25,1667.64,324.4
114697,61458,122308,33004.9,23222,93144.9,1539.9,321.9,3413.25,45254,7752.42,22320.5,432.75,16291.1,324.6
112671,73471,100503,18442.3,14559,83016.4,138.04,111.94,1588.5,12590.8,2666.04,7480.2,281.25,1287.78,324.7
60436.4,30206,131125,28049.6,19134,96072.8,648.44,273.18,1876.5,13516.6,2892.24,11329.5,444.75,7142.46,324.9
82025,42094,127704,28788.2,17070,110525,451.82,311.46,1759.5,6791.46,2636.4,14653.9,471,4752.54,325.2
72406.4,52947,89622.2,11502.7,9687,77819.6,146.74,8.12,836.25,4010.76,1123.98,2025.66,229.5,974.22,325.8
59083.8,30069,128774,24934.3,16933,96503.4,1427.38,176.9,1404,1844.7,1483.56,9839.7,491.25,10212.5,326.2
126865,82304,101018,20667.7,16272,83239.7,335.82,47.56,1832.25,20751.9,3551.34,3496.74,279.75,2432.04,326.8
68080.2,41685,107034,30964.4,18437,110066,1754.5,443.12,2562.75,20754.2,4229.94,16435.4,555,18053.9,327.1
112522,69134,106666,20302.6,15710,84694.6,1197.7,228.52,1194.75,5871.06,1521.78,8487.96,349.5,13646.9,327.5
79299.6,51273,101359,26715.8,20025,87433,234.9,194.3,1512.75,17823,3160.56,10192.3,249,3046.68,327.7
167209,92185,118872,37889.3,24137,102876,1472.04,506.92,3420,21257.3,6055.92,28105,824.25,11481.6,327.9
