"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","APC-Cy7-A","AmCyan-A","FITC-A","PE-A","PE-Cy7-A","Pacific Blue-A","PerCP-Cy5-5-A","Time"
50931.3,43874,76077.7,6456.84,5938,71262.3,190.24,72.5,963.75,12728.8,2317.38,6478.68,126,2648.1,2258.4
155939,99376,102838,25360.1,19552,85004.2,451.82,133.98,2591.25,15515,3684.72,6994.26,638.25,5368.74,2258.8
70041.4,43195,106268,18781.6,14671,83898.3,388.6,71.92,1633.5,8747.7,2456.22,4045.08,481.5,1606.8,2259
98641.5,58667,110191,22179.3,17087,85067.2,437.9,135.72,1977,12105.6,3006.12,7661.94,456,1705.08,2259.3
52693.2,23314,148121,39677.8,24018,108266,892.62,196.04,3114.75,16294.2,3920.28,11450.4,735,6119.88,2259.6
139594,70632,129523,32664.8,23404,91468.3,844.48,232.58,6177,68143.9,11691.4,5408.52,961.5,5881.98,2259.7
61654.9,35890,112583,17658.4,13302,86999.1,149.06,101.5,1455,12805.3,2542.02,7902.96,343.5,972.66,2259.8
106612,57984,120497,33816.1,21668,102279,1372.86,504.6,3972,22877.4,5647.2,17269.2,981,12483.1,2260.3
98813.5,55335,117030,30447.3,21427,93125.2,1735.94,399.62,3624,16798.1,4995.12,31280.3,768.75,15863.6,2263.1
137270,71943,125045,37162.3,26659,91356.4,1398.96,334.66,6548.25,94034.5,14922.2,18981.3,714.75,12927.7,2264.1
155695,82247,124061,36264.5,24003,99014,3271.2,553.32,4390.5,42783.8,8242.26,17863.6,847.5,33242.8,2264.9
202916,120633,110238,46559,29309,104108,1561.36,257.52,5703.75,49633,9448.92,13256.9,1209.75,13862.9,2265.3
89149.4,46344,126068,35653,25048,93283.2,959.9,232,3410.25,8746.92,4201.86,4798.56,840,4556.76,2265.5
129989,69823,122008,43614.5,25743,111033,876.38,167.04,5391.75,53120.3,9679.8,7539.48,928.5,7210.32,2265.7
90459.7,44819,132274,39627.1,25127,103355,2057.84,312.62,3122.25,12290.5,3962.4,14660.1,931.5,15176.5,2267.2
63318.9,48911,84841.2,12835.7,11291,74501.7,364.24,72.5,2638.5,36729.4,5931.12,4067.7,350.25,3070.86,2267.2
93470.8,52502,116676,29906,22194,88308.5,691.94,114.26,2444.25,6732.96,2779.14,7878,714.75,2803.32,2267.9
76248.4,44106,113296,27393.6,17162,104607,386.28,133.98,3236.25,9915.36,2806.44,8824.92,721.5,1718.34,2268.1
128411,64683,130104,39918.8,25131,104099,1401.28,361.92,4999.5,45009.1,8445.06,15451.8,1018.5,12679.7,2269.3
116114,64538,117910,28109.6,20526,89749.3,434.42,75.98,2769,33185.1,5691.66,6123,490.5,5194.8,2270.4
70495.6,49634,93081.4,10463.7,8466,81000.4,2798.5,566.66,2193,25960.7,4183.92,14725.6,1638.75,30507.4,2270.7
168526,100890,109471,26069.2,19630,87033.5,400.2,111.94,2622,18045.3,3911.7,7757.1,603,3024.84,2271.4
107974,58448,121068,35156.2,24740,93128.3,680.34,285.94,8703.75,112064,17465,15391.7,891.75,7452.12,2272.8
158463,87871,118185,42571.6,27931,99888.1,301.02,239.54,3968.25,47615.1,8294.52,12521.3,615.75,2697.24,2274.9
74190.7,42293,114964,23731.5,17925,86765.3,1400.7,180.96,1833,7339.8,2221.44,7460.7,482.25,10367.8,2276.3
81737.4,47064,113818,43612.9,23228,123050,857.24,230.26,4626.75,42047.5,8710.26,20557.7,1008.75,3031.08,2276.8
101595,54683,121758,29607.2,21051,92173.3,784.74,121.8,2598,21950,4342.26,9691.5,549,7188.48,2277.4
135290,77427,114513,29546.4,21319,90827.6,1345.6,244.76,3574.5,35893.3,6153.42,10837.3,617.25,14274,2278.6
115171,61269,123192,24233.8,18181,87354.2,881.6,173.42,3539.25,35598.4,6359.34,7039.5,622.5,7305.48,2279
94183.4,50022,123394,36153.8,25142,94239.7,357.86,248.24,3117,28593.2,5941.26,17603,645,2274.48,2279.1
97201.2,66423,95903.2,16518.8,13319,81280.8,548.1,133.98,1629.75,16063.3,3034.98,8688.42,255.75,5364.84,2281.4
142577,78982,118304,30637.6,21090,95204.7,1103.16,467.48,3465,29913,6344.52,34260.7,688.5,13568.1,2282.3
151203,84796,116860,43057.6,31372,89947.1,1585.72,301.02,6735.75,87603.4,14054,15115.6,832.5,12382.5,2283.4
130656,83990,101949,28289.8,21554,86016.6,6556.9,1168.12,1891.5,3261.96,2216.76,23478.8,639,73128.1,2283.5
120364,81448,96849.3,16189.7,13180,80501.3,191.98,48.14,1053,6189.3,1400.88,2857.14,256.5,605.28,2283.9
118368,70656,109791,23024.8,17524,86107.9,1601.96,282.46,3944.25,42218.3,7129.98,12553.3,820.5,15594.5,2285.5
130025,77874,109424,28008.2,21458,85541.4,380.48,179.22,3111,32521.3,6207.24,4720.56,578.25,1721.46,2286.8
80885.3,43158,122825,24053.6,17042,92499.7,1910.52,427.46,3024.75,16985.3,4233.06,22282.3,710.25,18953.2,2287.5
46084.3,29386,102776,15012.7,11882,82803.4,241.28,77.72,928.5,5481.06,1459.38,6684.6,216.75,1294.8,2288.1
76194,40407,123579,34290.4,23735,94681,436.16,87,2469.75,15805.1,3676.14,9372.48,613.5,1826.76,2288.5
111705,55000,133104,42390.7,28396,97834.7,1875.72,214.02,4983,46004.4,8959.08,9933.3,1019.25,8155.68,2289.8
124703,61279,133366,32972.9,20027,107900,1633.28,421.08,3914.25,33178.9,7018.44,26324.2,791.25,17674,2290.5
145646,86628,110184,19390.8,14804,85841.4,301.02,215.76,3197.25,36047.7,6506.76,17882.3,468,4939.74,2290.9
130960,73402,116926,39910.3,26110,100175,1021.96,373.52,3043.5,12201.5,4072.38,20425.9,815.25,7570.68,2291
97795.6,53078,120749,50129,29202,112501,1281.8,370.62,4109.25,25892.1,6079.32,19391.6,901.5,11820.1,2291.1
114179,62963,118845,29963.7,21811,90032.6,1581.66,441.96,3015.75,25570,5398.38,21783.8,582.75,18073.4,2291.1
100557,53297,123649,39333.8,25477,101181,410.06,316.1,3600.75,31661,6290.7,14306,740.25,3148.86,2291.2
117244,71006,108212,19471.9,14682,86916.8,226.2,145,1903.5,16369.1,3322.02,7225.14,366,1122.42,2291.4
92994.1,53315,114310,24017,17395,90484.4,323.64,180.38,2441.25,17617.9,4069.26,10017.5,557.25,1971.84,2291.5
64401.4,38834,108683,39503.9,22070,117305,889.72,255.2,3181.5,9607.26,3572.4,12544.7,930,6838.26,2291.5
108404,60183,118046,20498.4,15619,86009.6,246.5,154.86,3024,37903.3,6046.56,6385.86,430.5,1705.08,2291.9
58040.7,32183,118191,25331.3,17539,94652.5,580.58,61.48,3167.25,25418.6,4379.7,5034.9,582.75,3112.98,2294.3
120784,76411,103593,21973.4,16511,87217.5,365.4,74.82,2388.75,18274.6,3786.12,5175.3,550.5,2042.82,2294.3
69243.7,32860,138100,36749.7,21656,111213,1017.32,307.4,3924.75,30727.3,6412.38,19748,909.75,8042.58,2294.4
120819,65292,121271,42513.1,24776,112453,751.1,96.86,4040.25,18856.5,5379.66,8661.9,1053,3946.02,2294.4
131327,72607,118537,30863,21247,95196.5,793.44,208.8,4204.5,53102.4,8727.42,17748.9,625.5,6391.32,2296.5
142637,81189,115137,35581.3,22965,101539,602.04,330.02,4548,46673.6,8466.12,19203.6,827.25,7866.3,2298.1
101558,58718,113350,29083.9,20122,94724.2,250.56,266.8,2694,20094.4,4269.72,15836.3,546.75,2173.86,2298.4
64801.3,44898,94588.1,22755.7,16578,89957.7,662.94,92.8,2010.75,18986,3556.8,4626.18,371.25,5413.2,2298.5
79876.9,39385,132914,33423.8,20957,104522,778.36,221.56,2649,15115.6,3637.92,7814.04,579.75,5320.38,2298.6
112135,59162,124216,33812.2,22878,96858,476.18,149.06,3471,31551,6149.52,9476.22,679.5,2149.68,2298.6
114663,64875,115831,27247.7,20511,87061,564.34,140.36,3382.5,32604.8,5991.18,8168.16,703.5,5422.56,2299.4
112376,57600,127859,37723.9,24384,101389,864.78,213.44,3146.25,11077.6,4151.16,20507.8,852,3384.42,2299.5
90211.5,55999,105575,20619.3,15727,85922.7,308.56,66.12,2461.5,28718,5042.7,12924.6,360.75,836.16,2300.4
97004,63852,99562.4,14198.3,11756,79151.3,740.66,121.8,1824,21085,3549,3332.16,266.25,5886.66,2300.8
105348,79050,87337.9,19549.1,16122,79467.3,312.04,131.08,2361,15564.9,3588,5811,529.5,3665.22,2303.2
100032,49434,132615,34532.2,23194,97572.6,2048.56,316.1,3618,34001,6714.24,18395.5,742.5,16171,2303.3
90254.4,51452,114960,23737.7,18252,85233.2,531.28,206.48,2446.5,7806.24,3144.96,11058.8,675.75,3591.9,2303.5
167404,91242,120240,35153,25038,92011.7,430.94,233.74,3319.5,23718.2,5197.14,12986.2,720.75,2652.78,2303.7
61267.3,36332,110515,20484.4,15132,88716.8,653.08,102.66,3564.75,23219,5220.54,9528.48,789,2080.26,2303.7
97482.8,66029,96754.9,27622.9,21929,82552.6,372.94,101.5,2192.25,13269.4,3069.3,4203.42,631.5,2556.84,2305
86712.2,49624,114517,24705.7,17756,91186.9,303.34,162.4,2577,5874.18,2961.66,10342,927.75,2810.34,2305.5
88786.9,52003,111892,44903.8,28947,101662,538.82,238.38,2934,10846.7,3456.96,8134.62,807.75,3968.64,2305.8
75327.7,38303,128885,29069.8,20895,91175.9,771.98,124.7,2631,26186.9,4816.5,8370.18,557.25,8170.5,2308
107873,59722,118375,45109,28558,103518,952.36,251.72,3339.75,26783.6,5690.88,13960.4,699,9090.12,2308.3
100732,52480,125792,41438.3,27360,99258,1885.58,493.58,4554,40904.8,7928.7,23194.9,829.5,18627.2,2309.4
92554.1,47675,127229,39786.2,27067,96332.5,805.04,115.42,3133.5,18486,4307.94,5381.22,770.25,5971.68,2310.4
92099.9,55263,109221,44230.7,22379,129528,1260.92,393.24,4709.25,37359.7,8181.42,28233.7,1065.75,8362.38,2312.2
87344,52530,108970,38579.6,23094,109481,1246.42,283.62,3986.25,28048,6431.88,13164.8,871.5,11633.7,2312.3
142302,82255,113378,30866.2,21871,92489.8,140.94,78.88,3616.5,33400.4,6455.28,9818.64,754.5,2373.54,2312.4
141131,81379,113655,21339.2,15639,89423.1,422.24,104.4,3721.5,51548.6,7850.7,5240.04,431.25,4786.08,2314.4
99751.9,52975,123404,26225.2,18891,90979.4,171.68,142.68,2604,27261.8,4812.6,5743.92,499.5,1830.66,2315.2
71141.6,43430,107353,18156.1,13490,88204.3,907.7,249.4,1225.5,4266.6,1627.08,12073.6,352.5,8126.04,2315.5
151064,87996,112507,32757.7,22520,95328.9,1300.36,197.78,3600.75,13025.2,4275.18,5882.76,1141.5,6357,2315.8
71918.8,48638,96905.2,19540.6,14622,87581.1,683.24,215.76,1696.5,16234.1,2784.6,6835.92,327,7268.82,2316.3
134454,78246,112614,28994.9,22146,85803.9,361.92,111.94,2998.5,25651.1,4960.02,9012.12,630,2050.62,2318
47021.3,22785,135246,34719.4,21141,107628,1917.48,374.68,9267.75,134382,20679.4,18950.1,894.75,18219.2,2318.3
63547.4,30631,135962,39147.4,25555,100394,645.54,304.5,2858.25,9406.8,3595.8,15014.2,859.5,5805.54,2318.3
98875.4,64214,100911,17675.6,13650,84863.5,216.34,125.28,2105.25,21906.3,3643.38,5207.28,350.25,1146.6,2319.2
101478,62887,105752,19533.5,15411,83067.3,348.58,45.24,2048.25,17415.8,3453.06,4479.54,467.25,3130.14,2321.2
54353.1,43734,81448.9,5734.56,4998,75194.1,160.66,13.92,809.25,5041.92,1180.14,4748.64,154.5,799.5,2321.2
59300.8,37118,104702,11981.6,9242,84962.6,217.5,265.64,3215.25,37827.7,6857.76,26324.2,449.25,2122.38,2322.8
117795,77249,99934.2,20975.8,16577,82926.2,173.42,64.38,2265,23150.4,3936.66,5474.82,424.5,1421.94,2323.2
129318,72629,116688,29051.9,20757,91725.4,584.06,99.18,4176.75,44841.4,7751.64,5717.4,765,6259.5,2323.6
128642,77306,109056,32189,21550,97890.5,2977.14,414.12,3522,31123.6,5920.2,15175.7,756,31895,2323.9
104761,52273,131342,36070.3,23425,100914,1806.12,429.2,3609,26851.5,5850,16089.8,751.5,17569.5,2324
140991,76577,120662,38883,26737,95307.5,1166.96,374.1,3042,22478,5092.62,18915,627,13871.5,2324.1
96005.8,53971,116578,49136.1,31831,101165,1919.22,284.78,6272.25,77291.8,12136,9243,766.5,20542.1,2324.3
48615.9,23910,133254,28069.1,18982,96909.4,694.84,65.54,3323.25,34358.2,6020.82,5577,575.25,5112.9,2325
129091,80079,105647,23834.5,17883,87346.4,812.58,143.26,2633.25,21552.2,4501.38,11878.6,492.75,4843.02,2325.4
135931,82179,108402,18951.7,13975,88874.1,458.78,145,2259.75,26027,4350.06,5675.28,411.75,3463.2,2325.8
127726,74693,112068,28778.9,20805,90653.8,348,134.56,4737.75,63580.9,10169.6,9822.54,618,2032.68,2327.6
90865.7,53751,110788,18659.9,14339,85284.7,236.06,157.76,1664.25,15993.9,3368.82,12361.4,372.75,1279.98,2328.7
83394.5,49361,110722,18686.5,14309,85585,361.92,47.56,1602.75,17165.5,3200.34,4458.48,333,2454.66,2329.6
125969,67786,121787,28055.8,20686,88884.6,931.48,172.26,3897,33927.7,6888.96,20199.7,924,4185.48,2329.7
92198.5,51707,116857,24300.9,17483,91093.3,626.98,158.34,2321.25,17318.3,3778.32,9395.1,452.25,6550.44,2329.9
125028,74453,110053,22879,17941,83573.7,427.46,117.16,3643.5,41283.1,7148.7,4974.06,530.25,1814.28,2330
97155,47894,132943,37689.6,26290,93953,2387.86,338.14,4118.25,38122.5,7331.22,12306.1,828.75,22961.6,2331.1
151427,90162,110068,25582.4,18726,89531.7,769.08,272.02,2374.5,23638.7,4722.12,13940.9,427.5,5392.92,2331.6
61038.8,36323,110130,43169.1,26039,108650,912.34,180.96,3252,15481.4,4203.42,9910.68,897,6910.02,2331.9
107732,61685,114457,24822.7,18369,88561.3,150.22,150.22,1751.25,7245.42,2378.22,8979.36,494.25,1630.2,2332.1
174541,94129,121522,35668.6,24821,94177.5,1520.76,327.7,4181.25,44247.1,8201.7,16407.3,717.75,17010.2,2332.4
142595,78194,119512,30611.1,22802,87980.4,418.76,154.28,2315.25,11629,3142.62,6779.76,638.25,1942.2,2333.9
148934,93399,104504,37222.4,22947,106306,3272.94,678.02,4818,48888.8,9109.62,23088,897.75,36889.3,2334.9
73440.7,36110,133287,35972,21534,109476,644.96,154.28,3282,13213.2,4024.02,7984.08,956.25,3309.54,2334.9
72445.8,41362,114787,25850.8,18146,93362.5,782.42,151.96,2418,9311.64,3020.16,4677.66,853.5,5323.5,2335.6
168786,94149,117490,24295.4,18065,88138.7,1086.92,235.48,5045.25,71292,11483.2,19233.2,557.25,9868.56,2338.4
95612.1,61914,101205,17054.7,13278,84176.6,457.62,43.5,1578,15676.4,3006.9,7595.64,313.5,3988.92,2339.4
106435,60035,116188,51362.2,34023,98935.3,1469.14,411.22,3071.25,12282.7,3912.48,18970.4,837.75,13345,2340.2
144488,82626,114603,19704.4,14710,87786.9,2127.44,489.52,2634,25486.5,5273.58,19857.2,468.75,23492.8,2341.9
96354.6,64591,97764.4,15499.4,12367,82135.3,581.16,174,1558.5,14072.8,2761.98,10978.5,342,7294.56,2342.7
133044,83953,103858,31987,23121,90666.6,435,128.18,2361.75,15134.3,3368.04,7690.8,604.5,3547.44,2342.8
50192.2,27716,118682,20953.1,14820,92657.5,189.66,148.48,1821.75,17592.9,3381.3,12845.8,311.25,1119.3,2343
159436,91346,114387,31581.4,21874,94620.1,827.08,216.92,4659.75,59197.3,9759.36,8987.16,650.25,9552.66,2343.3
83548.2,55731,98247.2,14781,12051,80382.3,164.14,31.9,1420.5,13773.2,2645.76,3758.04,313.5,1015.56,2343.3
67873.5,32360,137459,38156.8,26076,95898.4,1347.92,363.08,3462.75,21739.4,5023.2,14240.5,863.25,13940.2,2343.4
52457.2,29886,115032,25073.9,16862,97452.4,593.92,287.68,4650.75,40577.2,7805.46,8214.18,762.75,4108.26,2344.2
138162,83400,108568,31884.1,23388,89343,646.7,110.78,2601,6619.86,2946.84,6130.8,744.75,2721.42,2344.6
133946,77241,113648,32503.4,22985,92675.3,1357.2,294.06,3577.5,27579.2,5875.74,13778.7,878.25,12160.2,2346.3
97296.4,60876,104744,35116.4,24044,95715.7,582.9,147.9,2847,28183.7,5099.64,9247.68,537,4810.26,2346.8
94261.6,55482,111343,27186.9,20078,88739.9,355.54,149.06,2266.5,16459.6,3529.5,7918.56,558.75,1484.34,2347.8
98757.1,65717,98485.1,15139.8,12561,78990.7,531.86,217.5,1992.75,22587.2,3817.32,3487.38,342.75,6038.76,2348
82120.9,42463,126743,23004.5,16959,88898.3,179.22,130.5,4596,64659.7,10109.6,9255.48,441,1928.16,2349.1
50415.9,35226,93795.9,14084.5,11482,80390.1,182.7,51.62,1041.75,3726.84,1491.36,6658.08,340.5,790.92,2349.2
64209.7,38722,108673,20791.7,15286,89140.6,254.62,66.12,1427.25,7267.26,1904.76,5922.54,387.75,1285.44,2352
67944.9,39599,112448,15690.5,11935,86157.6,472.12,118.32,1504.5,15050.9,2669.94,5673.72,279,3910.14,2352.5
121560,65736,121190,25816.4,18600,90962.7,517.36,107.3,5952,65406.1,11008.1,4607.46,999,6683.04,2352.8
50311.8,28971,113812,21929.7,16767,85715.1,312.04,31.9,1841.25,11774.9,2568.54,2681.64,424.5,1227.72,2353.4
94243.9,50235,122950,30589.3,22219,90224.5,690.2,185.6,4003.5,45499.7,7855.38,12954.2,642.75,4465.5,2354.3
95909.2,45964,136749,50865.4,26540,125603,1238.88,175.16,3996.75,22452.3,5396.82,11999.5,1044,4964.7,2354.6
102509,62771,107024,23719,18259,85133.3,436.16,92.8,2672.25,18702.8,4246.32,4961.58,715.5,1885.26,2354.8
138001,85226,106118,42929.6,28986,97061.9,1841.5,321.9,8178.75,119959,18786.3,13288.9,843,17919.7,2354.8
104343,50680,134930,41106,26188,102869,613.64,166.46,3007.5,21919.6,4602,7368.66,671.25,6215.04,2355.7
41729.6,30229,90469,13024.4,9841,86736.1,5055.28,914.66,1548.75,2350.14,922.74,19233.2,5540.25,61950.7,2355.9
101265,65679,101044,35479.1,23663,98261.3,419.34,131.66,2633.25,12245.2,3384.42,12378.6,741,2614.56,2356.9
75847.9,43003,115591,24256.4,16219,98012.8,741.24,327.7,2699.25,27218.1,5428.8,21467.2,451.5,6754.8,2356.9
45077.9,35434,83372.6,8337.42,7466,73185.3,161.82,143.26,1276.5,14707.7,2347.8,2538.9,225.75,1641.9,2359.3
92784.6,52211,116465,33097.7,22675,95660.1,1060.82,214.6,2359.5,18831.5,3801.72,14120.3,515.25,8182.98,2359.6
101767,63066,105752,22731.5,16670,89366.2,380.48,170.52,2484.75,16789.5,3878.94,6547.32,655.5,2801.76,2359.7
68233.2,46605,95949.7,15612.5,12057,84861.9,502.86,103.82,2299.5,17277,3511.56,5837.52,537,4320.42,2360.3
49300.7,38611,83680,8112,6931,76702.9,3596,1010.36,780.75,804.18,487.5,13729.6,2991.75,40651.3,2361.6
97624.9,53147,120382,36321.5,24699,96374.9,362.5,73.66,3221.25,26803.1,5261.1,5503.68,657,2241.72,2361.8
196989,107442,120156,69160.3,39574,114532,1709.26,389.76,6164.25,67386.5,11473,13094.6,1011.75,14713.1,2362.3
64036.3,36723,114279,18220.8,13159,90745.4,272.6,341.62,1560.75,11813.1,3396.12,25395.2,399.75,1244.1,2362.4
55558,31082,117143,17681.8,13146,88148.2,974.4,179.22,2436,28088.6,5062.98,15833.2,354.75,8808.54,2362.6
107927,63461,111456,23934.3,17777,88235.3,744.14,212.28,2684.25,27803.1,5009.16,9076.08,453,7296.12,2363.1
127516,70930,117819,40280.8,25650,102918,1796.84,390.92,5179.5,62464,10497.2,15146.8,753,14384.8,2365.8
104350,54419,125667,46203.3,29315,103291,809.1,348,3714.75,26502.1,5976.36,17157.7,862.5,8218.08,2367.2
134737,75075,117617,27955.2,19463,94131,763.86,170.52,3807,46003.6,7597.98,12809.9,506.25,5957.64,2367.5
141237,75674,122316,28937.2,20794,91200.8,840.42,123.54,6437.25,92394.1,13889.5,6179.16,635.25,7253.22,2368.1
100543,63977,102993,17995.4,14073,83802,196.04,51.62,1688.25,14725.6,2878.2,3658.2,293.25,979.68,2368.4
112552,53091,138935,49596.3,33171,97987.5,541.72,140.36,5154,47087,8902.92,14165.6,1072.5,3765.84,2368.6
55355.4,33898,107020,17692.7,13278,87325.8,159.5,138.04,2500.5,28600.3,5039.58,14355.1,366.75,1599,2370
107639,60043,117486,21425,15675,89576.5,401.94,136.3,1911.75,16227.9,3225.3,5697.12,403.5,4810.26,2370.2
161144,97490,108327,46041.1,32182,93758.8,604.36,151.38,4539,45608.2,8393.58,12722.6,850.5,3175.38,2371.4
93705.4,51486,119277,21167.6,16190,85685.1,571.88,147.9,4507.5,68996.5,10126,8504.34,393.75,5701.8,2371.6
56676,29826,124533,24715.1,14146,114501,327.7,94.54,1851.75,6537.18,2100.54,5077.8,585,1634.88,2371.7
74466.1,39846,122477,31802.2,22262,93620.8,841.58,156.6,6202.5,69351.4,11962.9,7931.82,1054.5,5796.18,2373
93434,53453,114555,29004.3,20077,94676.8,447.18,92.8,4317,49501.1,8413.86,4750.2,770.25,3414.06,2374.8
150491,89320,110418,29404.4,21420,89965,298.7,150.8,3301.5,28159.6,5244.72,8193.12,756,2345.46,2375
100181,48031,136692,46007.5,29723,101442,734.28,290,4999.5,49509.7,9026.94,18590.5,854.25,6693.18,2375.3
83065.4,56535,96290.3,39654.4,24247,107180,284.78,128.76,3175.5,21847.8,4852.38,10360,675.75,2665.26,2376.7
108038,67262,105266,25145.6,18526,88953.1,328.86,74.82,1950,15604.7,3322.8,6636.24,492.75,1534.26,2376.8
54773.3,43355,82796.1,13965.1,12031,76071.7,24.94,96.28,877.5,7120.62,1471.86,13617.2,229.5,803.4,2377.6
150480,83456,118168,23988.9,17744,88601,740.08,260.42,4154.25,51669.5,8746.92,15758.3,594.75,6325.8,2380.3
73355.7,31386,153171,42815,23834,117728,779.52,386.86,4083,28959.1,6580.86,24398.4,845.25,7711.08,2381.7
131480,74702,115347,37936.1,25850,96177.1,1963.3,479.66,2574,9514.44,3059.94,13685.9,783,21267.5,2382.7
66342.2,34802,124930,24287.6,16134,98655.9,1415.2,321.32,2484,27213.4,4663.62,11336.5,363.75,10357.6,2385.8
61008.9,23781,168129,17369,11589,98222.2,350.9,124.7,3054,23553.7,4635.54,7447.44,636.75,3122.34,2387.2
125684,69599,118347,33868.4,23483,94519.4,913.5,225.62,2319.75,17235.7,3673.8,6448.26,650.25,8541.78,2388.6
87867.6,53411,107815,21975.7,16467,87459.8,323.64,115.42,1516.5,8855.34,2395.38,5248.62,429.75,4024.8,2389.3
66994.3,40695,107889,23834.5,18051,86533.4,297.54,112.52,2604,25788.4,4811.04,7228.26,472.5,1638.78,2390.3
87441.2,51170,111990,29612.7,21510,90223.1,820.12,135.72,2565,14115.7,3765.84,10726.6,707.25,4797,2391.3
183017,98513,121752,29033.9,19637,96897.1,880.44,153.7,2916.75,20518.7,4756.44,11017.5,583.5,6970.08,2391.6
72161.6,36347,130112,38642.8,22319,113468,1675.04,459.36,5049.75,50038.6,8981.7,24646.4,843,14387.1,2394.7
134650,70242,125628,27508.3,19926,90473.8,383.96,169.36,5352.75,67513.7,11154,17227.9,765.75,2804.1,2395.8
95581.5,69963,89533.4,15461.9,12863,78777.4,303.92,73.08,1068.75,3921.84,1271.4,4079.4,297,925.08,2397.8
157475,91443,112860,49488.7,29523,109856,610.74,312.62,7636.5,91107.1,15218.6,17451.7,933,3793.92,2398.9
91045.2,60067,99334.7,23286.9,18295,83417.9,814.9,183.28,2037,3709.68,2343.9,4932.72,577.5,2798.64,2398.9
94053.5,43061,143143,41972.6,22497,122270,747.04,265.06,4402.5,29522.2,6608.16,11069.8,955.5,3229.2,2399.1
82139.2,52855,101846,23769.7,16003,97342.5,543.46,166.46,3352.5,42467.1,7036.38,12629.8,429,6225.18,2399.7
98300.1,48250,133517,35868.3,24298,96743.1,422.24,238.38,2831.25,20568.6,4794.66,11805.3,606.75,5233.8,2399.8
89696.1,41184,142733,49835,29152,112033,1282.38,428.62,3996.75,25041.1,5919.42,12556.4,961.5,9737.52,2400.1
102924,59153,114030,24435.1,18341,87311.3,892.62,216.34,3091.5,32394.2,6169.02,15947.1,559.5,7037.16,2400.5
109439,59685,120168,24245.5,18309,86785.4,632.78,129.92,3383.25,38268.4,6257.16,4882.02,572.25,5530.98,2400.7
121951,67702,118050,26027.8,18994,89805.2,457.04,206.48,3558,44641,7111.26,5335.98,549.75,3575.52,2400.7
68078.2,41016,108776,33541.6,22312,98520.1,411.8,130.5,2755.5,10671.2,2815.8,4857.06,672.75,4289.22,2403.5
69564,33050,137941,27743,16718,108755,428.62,142.68,2808,25896,4662.06,3126.24,575.25,1737.06,2403.5
58029.2,40910,92960.1,6924.84,5770,78652.7,2812.42,517.36,726.75,290.16,378.3,12786.5,2725.5,36747.4,2404.4
56658.3,33153,112001,29689.1,21765,89396.2,1395.48,226.2,2847.75,3925.74,2970.24,8676.72,988.5,12986.2,2404.4
133318,87333,100044,32693.7,21013,101966,694.26,216.92,6989.25,86925.5,14138.3,18618.6,937.5,3636.36,2404.5
151114,79395,124736,35213.1,25415,90801.7,1575.28,385.12,7725.75,108434,17563.3,23199.5,723.75,15504.1,2405.7
82254.2,51068,105557,17668.6,13544,85493.7,226.78,122.96,1641.75,10403.6,2546.7,9732.84,392.25,1513.98,2406.1
71029.4,44199,105319,25542.7,18883,88649.2,691.36,184.44,1261.5,5316.48,1712.88,7587.06,368.25,8767.2,2406.9
59933.2,32793,119775,24682.3,17373,93108.9,465.16,252.3,2522.25,14990.8,3879.72,15946.3,689.25,5844.54,2407.5
82616.6,48611,111381,19829.9,14211,91448.5,292.9,153.12,4381.5,59242.6,9494.94,8763.3,479.25,3339.18,2410.9
80480.7,46319,113871,21777.6,16447,86776.7,592.76,139.2,2008.5,15362.9,3268.98,6635.46,459.75,4899.18,2411.5
127743,67426,124163,49254.7,31138,103666,1063.72,247.08,3291.75,11647.7,3928.86,15389.4,1002.75,6183.84,2412.1
55687.2,29095,125435,38692.7,24115,105153,1227.28,201.84,2428.5,2659.8,2422.68,3895.32,646.5,2967.12,2412.7
90503.2,57161,103763,19628.7,15321,83962.3,466.9,121.8,1745.25,15319.2,3141.06,6089.46,410.25,3399.24,2413
140120,76819,119540,24215.1,17635,89989.3,1492.34,332.92,5358.75,80489.8,12331.8,11848.2,584.25,15354.3,2413.5
71236.8,36127,129227,31921.5,19227,108806,1672.14,384.54,4780.5,38195.8,6661.2,16787.9,857.25,17268.4,2413.6
81702,48650,110060,22412.5,16734,87775,603.78,118.9,1923.75,9466.86,2620.8,6498.96,565.5,4467.84,2414.3
103581,54498,124560,35519.6,24886,93539.1,625.24,538.24,4077,45839.8,8726.64,36652.2,698.25,6943.56,2414.8
39001.4,26528,96350.9,19186.4,12864,97745.8,544.62,174.58,2370.75,16245.1,3428.1,7020,636,3239.34,2415.4
49626.4,23907,136040,24550.5,16423,97968.8,498.22,116.58,1958.25,10851.4,2991.3,10955.9,465.75,3176.94,2416.1
100806,53063,124501,27322.6,19619,91269.4,465.16,216.92,4122.75,50402.8,8424.78,17415.1,539.25,2068.56,2416.6
95836.5,48922,128383,31753.8,21146,98411.8,544.04,138.04,3244.5,34052.5,6192.42,8023.08,628.5,1662.18,2417.7
106034,64575,107612,18215.3,13743,86863.2,1109.54,223.3,2156.25,20539,3934.32,10774.1,395.25,13240.5,2418.1
105733,61838,112056,36784.8,24426,98695.2,1244.1,287.1,3137.25,21531.1,4980.3,20558.5,679.5,13304.5,2418.3
