"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","APC-Cy7-A","AmCyan-A","FITC-A","PE-A","PE-Cy7-A","Pacific Blue-A","PerCP-Cy5-5-A","Time"
105653,57790,119814,26545.7,18526,93905.9,1056.76,247.66,2739.75,22739.3,4850.04,11459.8,624.75,10368.5,413.7
98218.5,62824,102458,26904.5,19500,90421.3,614.22,89.32,2754.75,14830.1,3899.22,5380.44,788.25,2309.58,414.5
121272,67939,116982,29250.8,20963,91445.8,944.24,248.82,3138.75,30994.1,5903.82,8899.02,561.75,9459.06,414.6
120539,63390,124620,59627.1,32538,120097,597.4,158.34,8487,102129,16943.9,15798.1,1281,4144.14,415.2
105975,58187,119359,35963.5,24795,95055.5,472.7,181.54,3388.5,28295.3,5580.9,13952.6,693,2417.22,415.8
117454,67109,114701,35699,24897,93970.1,748.78,109.04,4904.25,49090.1,8818.68,9299.94,969.75,7682.22,416.5
117667,65721,117335,43129.3,28445,99368,555.06,267.38,3397.5,20574.8,5028.66,16478.3,879.75,3677.7,416.9
113484,66554,111748,23198.8,17018,89338,322.48,143.26,1655.25,9175.14,2374.32,7866.3,456,3053.7,417.9
59172.9,33198,116813,23489.7,16362,94085.1,179.8,167.04,1995,18288.7,3807.96,10958.2,417,1354.08,418.4
100007,59789,109620,23900,17673,88627.2,414.12,81.2,2583.75,21720.7,4389.84,8316.36,504.75,2315.04,418.9
51598.4,32482,104105,21089.6,14626,94498.2,658.3,190.24,1945.5,16189.7,3140.28,12278,441,6261.06,419.3
84766.1,51867,107105,21813.5,16091,88842.7,583.48,174.58,2069.25,15993.9,3375.84,5871.06,453.75,5820.36,419.3
113706,64457,115609,21320.5,15293,91366.1,183.86,139.2,2409.75,21432.1,4356.3,11010.5,491.25,1880.58,419.9
103330,52385,129271,26831.2,19701,89254.9,852.6,247.66,2641.5,21131,4156.62,5610.54,638.25,8136.18,421.4
104936,58027,118516,25886.6,19195,88382.8,484.3,241.28,4681.5,58898.6,9675.9,12719.5,655.5,7212.66,424.5
67180.6,31815,138386,33744.4,21191,104359,1636.18,526.64,2410.5,4748.64,3063.06,27245.4,758.25,17599.1,425.2
129209,80994,104549,25630,19906,84381,676.28,271.44,3492.75,42497.5,6938.1,14060.3,470.25,8292.18,425.3
60280.6,30362,130115,27490.3,19070,94473.3,357.86,142.1,3117,35645.2,6534.06,12259.3,537,1472.64,425.8
71306.8,38466,121488,26982.5,19030,92923.1,570.72,254.62,2875.5,30242.9,5507.58,18395.5,462.75,7072.26,426.1
85548.1,41349,135589,43812.6,26837,106990,383.96,158.34,3069,25091.8,5120.7,9179.82,663.75,1568.58,426.9
174508,98052,116637,45097.3,30340,97412.5,507.5,182.7,6713.25,85717.3,13863.7,15049.3,895.5,3248.7,427.1
105888,64575,107464,24627.7,17243,93603.3,272.02,65.54,2387.25,20663.8,4095.78,2333.76,547.5,1828.32,427.8
83556.4,46949,116636,19241,14145,89146.7,513.88,134.56,1480.5,9888.06,2223,7375.68,365.25,4073.16,428.8
109717,69499,103460,18410.3,14383,83886.5,443.7,210.54,3568.5,46562.1,7386.6,11183.6,368.25,5353.14,428.9
62305.7,37779,108083,21464,15251,92234.4,526.64,268.54,3882,21464.8,4174.56,10658.7,604.5,4628.52,429.5
111048,60966,119372,27818.7,19890,91660.4,880.44,103.24,1918.5,11236.7,2751.06,8358.48,506.25,6037.2,429.7
42439.5,21014,132355,26241.5,17378,98962.2,194.88,124.7,2031.75,18577.3,3593.46,11105.6,480.75,978.12,429.7
106678,59618,117268,38478.2,28086,89785.2,263.32,418.18,2721,13977.6,4474.86,27683,699,2578.68,429.7
82615.9,48463,111721,26522.3,19547,88922.5,313.2,119.48,2754,25399.9,4840.68,10128.3,555,2450.76,429.9
45339.7,30835,96363.9,8767.98,7511,76503.6,424.56,20.3,1383,19157.6,2971.8,2612.22,156,2674.62,430.2
78432.6,43779,117411,29650.1,17683,109888,895.52,240.12,2620.5,19929.8,4516.98,11756.2,653.25,9013.68,431
138060,98273,92068.8,16176.4,13957,75957.4,409.48,151.38,2865.75,24017.8,5087.94,11459,603.75,2525.64,431.2
57853.7,30810,123061,17365.1,12522,90883.4,391.5,53.36,2549.25,29723.5,5107.44,6131.58,366.75,3674.58,431.9
61083.7,32052,124897,26038.7,18420,92642.5,281.3,207.64,2485.5,25497.4,4750.98,12987.8,391.5,1603.68,433.2
111154,60458,120490,56511.8,31898,116106,891.46,116,4624.5,41684.8,7718.88,6318.78,963,5519.28,433.7
149019,83826,116505,23626.2,17906,86471.9,1905.3,302.18,5747.25,83004.5,12994,15567.2,508.5,20421.2,433.8
82007.3,40335,133245,38436.1,21023,119819,1103.74,255.78,4510.5,38147.5,7540.26,15800.5,908.25,8938.02,433.9
137064,84948,105743,19166.9,14452,86917,377,245.92,2356.5,22325.9,4372.68,10573.7,485.25,3887.52,434.8
102452,58682,114418,41393.8,29018,93486.3,559.7,187.34,4149,21276.8,5574.66,15089.1,1311,3098.94,435.1
58954,33119,116658,45537.2,28287,105502,457.04,186.76,2745,13957.3,3851.64,13777.9,674.25,2157.48,435.6
91373.6,47827,125207,26375.7,18679,92540.2,219.82,135.72,2184,12207,2853.24,7438.86,482.25,1705.86,435.6
95567.2,51175,122386,33927.7,22419,99178.5,1268.46,224.46,3333,23507.6,5396.04,13648.4,725.25,8260.2,436.4
84655.9,55259,100400,14884.7,11823,82507.5,164.14,-14.5,1370.25,12033.1,2219.88,3166.8,302.25,720.72,436.6
100349,54425,120835,46118.3,27789,108763,1673.3,383.96,4021.5,35132.8,7036.38,21580.3,816,14962.7,436.8
66389.8,31356,138759,37233.3,25148,97030.4,950.62,226.2,3459.75,26588.6,5243.94,7395.96,884.25,9270.3,437.2
128456,70226,119877,32690.6,22918,93481.5,407.16,47.56,2475,18324.5,3737.76,4572.36,523.5,1350.18,438.5
91692.6,51085,117631,17416.6,12905,88447.5,749.36,137.46,3158.25,45217.4,6963.06,6693.18,316.5,7443.54,438.5
104676,62350,110025,32119.6,21482,97988.6,790.54,126.44,3702,42414.8,7264.14,11831,495,9204.78,438.8
47498.7,33219,93707.6,6390.54,5539,75611.2,1097.36,220.4,626.25,4407,900.12,4097.34,336,14422.2,438.9
51258.4,38902,86352.1,25945.1,17286,98365.2,650.18,152.54,2162.25,4098.9,2439.06,5998.2,769.5,5212.74,439.4
96347.8,55273,114238,26282.1,17241,99902.8,918.14,435,3636,41557.6,7582.38,23684.7,555,11487.8,439.7
90202.7,53018,111500,20834.6,16026,85200,903.64,206.48,2280,16849.6,3761.94,6969.3,573.75,6714.24,440.3
121700,67962,117356,22019.4,16122,89508.9,505.18,160.08,5474.25,84475.6,12653.2,9042.54,474.75,7394.4,442.6
110641,64683,112101,24555.2,18319,87845.9,212.86,212.86,2520.75,24275.2,4810.26,17155.3,430.5,1893.06,442.7
83225.9,50357,108312,20311.2,15765,84434.8,345.68,147.32,2340,23778.3,4250.22,5343.78,426,4124.64,443
76474.2,47779,104896,29885.7,20931,93573.6,339.88,89.32,1967.25,11484.7,3069.3,8648.64,521.25,1754.22,443.1
130164,89381,95438.6,21293.2,16757,83277,1005.14,301.6,3111,5686.2,3811.08,6538.74,827.25,6321.12,443.6
61850.8,31607,128245,29100.2,18771,101599,1214.52,294.64,1914.75,8034,2464.02,10724.2,533.25,16839.4,445.6
78372.7,52961,96981.4,10909.1,8693,82242.9,172.26,66.12,1648.5,15536.8,2760.42,7438.08,265.5,1740.18,446.2
83594.4,45003,121735,24392.9,17775,89936.2,494.74,110.78,2203.5,14659.3,3377.4,11231.2,510,4282.98,446.3
128024,79150,106004,22120.8,17354,83537.4,484.3,153.12,6342.75,98846.3,14578.2,3149.64,462.75,5798.52,446.7
98729.2,66246,97671.1,13604,10818,82413.6,320.74,146.74,1704.75,18293.3,3428.1,8276.58,336.75,3128.58,449
93678.8,55786,110052,21928.1,16698,86063.2,1011.52,146.74,1928.25,12161,3143.4,7738.38,494.25,6850.74,449.1
127156,78810,105739,28782,20506,91985.6,653.08,213.44,3665.25,40037.4,7118.28,16651.4,567.75,6554.34,449.5
66061.3,39185,110486,12742.1,10053,83066.2,11.6,34.22,1708.5,18539,2996.76,4133.22,233.25,1084.98,450.2
99525.5,46737,139558,42988.1,26389,106759,852.6,305.08,3786.75,24757.2,5706.48,17241.9,863.25,9222.72,450.4
102330,59071,113530,20726.9,15999,84902.9,774.3,174,3008.25,39139.6,6421.74,11954.3,351.75,6782.88,452
83818.8,45023,122008,30505,21163,94465.7,311.46,154.86,2460.75,12348.2,3538.86,16468.1,711,1957.8,452.1
81549,46569,114763,21884.5,15945,89947.9,382.22,144.42,2773.5,23424.2,4828.98,7725.12,617.25,2461.68,452.3
115303,58953,128178,32390.3,22137,95890.6,1092.14,465.74,5050.5,38193.5,8637.72,29849,1131.75,3529.5,452.7
112821,66209,111674,22736.2,17829,83574,270.86,133.98,2990.25,34695.2,5701.8,5789.16,467.25,1765.14,453.8
82318.8,56769,95031.5,11429.3,9221,81231.2,268.54,63.8,2187.75,32142.2,5096.52,6039.54,222,2428.92,454.6
120886,66520,119098,28359.2,19916,93319.5,762.7,209.38,3334.5,16925.2,4735.38,14149.2,982.5,3119.22,454.6
98162.8,48788,131860,41728.4,25124,108849,253.46,62.06,2088.75,14075.9,3241.68,12140.7,425.25,1708.98,454.7
87293.6,52155,109690,21443,16555,84886,226.2,178.06,2280.75,19186.4,4035.72,14377.7,414.75,1476.54,455.1
127067,67338,123666,26546.5,19962,87153.2,367.72,83.52,5570.25,81577.1,12285,3659.76,630.75,1827.54,455.5
92492.9,47726,127009,46463.8,27982,108822,596.82,348.58,3620.25,28235.2,5939.7,14419.1,831.75,3599.7,456.1
44479.5,23879,122074,26584.7,18055,96497.2,412.38,142.1,2281.5,11800.6,3229.2,17752.8,545.25,1694.94,456.4
129662,71022,119646,41816.6,26954,101673,579.42,72.5,3912.75,35946.3,6757.92,5479.5,789,3224.52,456.6
97241.4,48999,130060,38485.2,23607,106840,1295.14,372.36,3029.25,13766.2,4315.74,16462.7,920.25,13086.8,456.9
69553.1,37166,122645,27807,20046,90908.9,283.04,130.5,2964,31049.5,5593.38,9761.7,521.25,1673.1,457.8
52876.8,31442,110214,25413.2,16950,98258.3,646.7,273.18,3048,29575.3,5410.08,15926,522.75,7178.34,457.9
180701,95883,123509,38385.4,26175,96107.9,2850.7,581.16,3498,25270.4,6162,28044.9,798.75,27011.4,457.9
125953,72911,113213,25878.1,18431,92015.9,883.34,220.4,4164,42051.4,7488.78,12102.5,700.5,5941.26,458
60009.3,40429,97276,18003.2,14173,83246.8,87,110.2,1224.75,8672.82,1978.08,7977.84,266.25,1346.28,458.3
110755,65090,111514,18397.1,13574,88822.1,990.64,113.68,3161.25,34640.6,6150.3,7856.16,554.25,10408.3,458.8
65099.8,31914,133684,23203.4,14890,102126,457.04,183.28,2005.5,12759.2,3035.76,9555,544.5,4128.54,459.1
115476,72319,104645,25471.7,19147,87184,292.9,59.16,2109,18013.3,3427.32,5840.64,457.5,1516.32,459.2
143458,77856,120757,33336.4,22692,96277.8,685.56,296.38,4224.75,23095,6235.32,22513.1,1218,7244.64,459.4
133710,76051,115223,27098.8,19207,92463.4,358.44,158.92,3345,34365.2,6289.14,8504.34,633.75,2072.46,460.7
112996,57511,128764,51200,30919,108524,393.82,428.04,9182.25,131124,20943.8,30962.9,871.5,4064.58,461.5
96702.1,60788,104255,28334.3,21604,85952.4,494.16,66.12,3731.25,43819.6,7473.18,4493.58,588,5374.98,462.1
114727,69485,108207,34014.2,23993,92908.6,704.7,196.04,2601,11731.2,3577.08,12437.1,661.5,2765.88,464.2
71853.6,39586,118956,21518.6,15782,89357.8,586.96,262.74,2445.75,22746.4,4255.68,9234.42,462.75,6518.46,464.5
181085,109302,108576,30352.1,22358,88968.5,562.02,92.8,3952.5,43066.1,7519.98,11557.3,579,4255.68,464.7
54305.5,34935,101874,12591.5,10019,82363.4,274.92,117.74,1181.25,8852.22,2044.38,10153.3,244.5,2465.58,465.4
148753,90119,108175,40533.5,24643,107795,1133.32,382.8,7965,114492,17929.1,14976,746.25,12313.1,466
64641.5,36979,114561,17511.8,13363,85882.8,583.48,168.2,2886.75,35940.8,6013.8,7167.42,411.75,8130.72,466.4
153889,84066,119968,37456.4,26082,94116.3,282.46,200.68,2808,17689.6,4251.78,10939.5,684.75,2467.92,466.9
119713,72953,107542,28625.2,20845,89996.8,589.28,204.74,3015.75,18344.8,4544.28,9719.58,740.25,3453.84,467.4
129588,71863,118179,35612.5,23859,97820.5,1490.6,343.94,6808.5,95859.7,14669.5,15617.9,761.25,17046.9,467.8
180645,102286,115742,44229.1,30718,94361.6,1274.84,182.7,4224,27840.5,6176.04,12197.6,1051.5,9769.5,469.3
115278,65329,115644,35270.8,25109,92059,736.6,226.78,3740.25,40239.4,7289.1,3783.78,660,6502.08,469.5
153046,90325,111044,25045,19329,84916.5,662.36,112.52,2851.5,21453.1,4571.58,2999.88,740.25,3879.72,471.2
83313.6,60002,90997.6,13688.2,11618,77213.9,115.42,-11.6,1514.25,16525.1,2874.3,1166.88,314.25,1421.94,472.5
119547,59318,132079,55112.5,30946,116715,678.02,269.12,5778.75,62993.6,11254.6,14368.4,912.75,6474,473.1
44099.4,26759,108005,18270.7,14087,84999.6,430.94,117.16,2199,16669.4,3432.78,7990.32,446.25,3641.82,473.6
163290,86218,124120,42614.5,26766,104341,600.88,183.86,6928.5,87945.8,14329.4,10765.6,907.5,3127.8,473.7
94539.7,59778,103646,17195.1,12518,90022.2,323.06,84.68,1819.5,15009.5,2686.32,3975.66,387.75,2350.14,474
163295,90138,118725,41373.5,26542,102157,2571.14,644.96,5743.5,53529.1,10689.9,31712.5,996.75,25851.5,474.5
108732,60656,117480,38759.8,26032,97578.3,1617.62,469.22,5197.5,59555.3,10525.3,24098.1,867.75,12685.1,475.3
93313.7,45835,133422,36710.7,22731,105841,1327.62,557.96,6281.25,78957.1,13759.2,30955.9,828,16897.9,475.4
95767.8,58779,106777,21052.2,16495,83642.1,62.06,67.86,2646,30735.9,5111.34,8070.66,404.25,1765.92,476.1
60505.7,38566,102819,21960.1,16434,87573.2,673.38,361.92,2828.25,18124.1,4162.86,17615.5,759,6558.24,476.5
142589,73599,126968,42858.7,28959,96991.8,1002.24,197.78,3648,22760.4,5243.16,8651.76,897.75,7010.64,476.7
113096,61856,119825,28544.9,20420,91612,432.68,232.58,2869.5,11738.2,3660.54,10669.6,876,3740.1,476.7
100662,57855,114027,25169.8,18763,87913.9,563.76,129.92,2693.25,26849.9,4859.4,6700.2,522.75,4399.98,476.8
45039.8,36948,79888.7,8671.26,7968,71320.2,67.86,37.12,918.75,6169.8,1445.34,1273.74,184.5,672.36,477.2
91332.8,60038,99696.7,21411,17318,81025,422.24,96.86,3934.5,37144.4,6863.22,7410.78,694.5,3719.04,478.2
82904.9,50743,107074,18695.8,14743,83107.2,481.4,107.3,2011.5,18043.7,3282.24,2543.58,434.25,2770.56,478.4
141278,79583,116342,30577.6,21967,91224.6,921.04,236.06,4011,40879,7430.28,14561.8,721.5,5935.02,478.6
71369.4,32847,142396,49647,26699,121865,2578.68,725,3594.75,13752.2,4905.42,31260.1,1029.75,26250.9,478.7
111020,64776,112323,38159.9,25816,96872.1,961.06,241.86,3432,19184.9,5070,13144.6,824.25,6300.84,478.8
104690,57855,118589,32216.3,22735,92866.9,349.74,142.68,4593,48316.3,8291.4,6959.16,851.25,2631.72,479
105232,62895,109651,25120.7,18399,89478.2,1122.88,318.42,3331.5,28512.1,5811,11101.7,687.75,9884.16,479.1
93820.3,48623,126455,40629.4,25291,105282,697.74,234.9,3598.5,21672.3,5066.88,6940.44,962.25,3645.72,479.2
129250,69283,122260,42145,28999,95245.1,742.4,233.74,3014.25,20020.3,4513.08,12129,722.25,7952.88,481.6
112000,58993,124422,34239.7,22757,98604,1318.92,129.34,3369,29154.8,5640.18,8842.08,563.25,8479.38,482.1
83010.3,51294,106059,14846.5,11658,83460.4,722.1,172.84,2491.5,28817.1,5029.44,6537.96,333,6697.86,483
151137,81988,120810,32279.5,22436,94289.1,597.98,122.96,8475,129189,19064,4711.98,752.25,6624.54,483.5
174716,93964,121858,26697.1,19000,92085.2,787.06,130.5,3307.5,20028.1,4676.88,5475.6,774.75,7454.46,483.9
84949.7,48948,113738,34315.3,23248,96734.7,1779.44,532.44,4858.5,57759.8,10160.3,30416.1,670.5,16005.6,484.2
104815,59268,115900,28147.1,20052,91993.2,1160.58,181.54,4603.5,33242,7544.16,10765.6,1050,7479.42,484.8
84005.8,47167,116722,21877.4,15983,89705.3,908.28,207.64,1433.25,8927.1,2046.72,6621.42,375,10531.6,486
99205.9,55429,117295,36794.9,22949,105076,513.88,162.4,3579.75,29735.9,6018.48,7384.26,747.75,2658.24,486.7
98926.4,72151,89856.6,17562.5,15027,76593.8,638,232,2924.25,15118.7,4541.94,12777.2,654,3725.28,486.8
105275,55478,124361,41216,26898,100421,680.34,158.92,3351,25381.2,5325.06,9610.38,744.75,5498.22,487.1
80326.4,41358,127285,24628.5,16958,95179.5,245.34,218.08,2010.75,17451.7,3901.56,19290.2,435,1854.06,487.8
85238.7,51210,109084,18115.5,13578,87436.8,552.74,226.2,1658.25,9705.54,2444.52,12593.1,387.75,5504.46,488.1
107085,61928,113324,49169.6,27048,119136,394.98,356.7,6451.5,65614.4,12660.2,24056.8,1172.25,4909.32,488.4
71616.9,50921,92171.9,29385.7,23421,82226.3,1350.24,247.66,3047.25,20971.1,4650.36,7203.3,828,14287.3,488.4
71210.3,42537,109712,44397.6,25401,114548,280.72,99.76,2819.25,8664.24,2738.58,11877.8,679.5,1985.1,488.5
96804.8,54934,115488,32230.4,24342,86773.9,940.76,237.22,2536.5,10290.5,3599.7,11007.4,654,7828.08,488.8
95551.6,54297,115330,33137.5,22265,97538.8,792.28,367.72,3537.75,27067.6,5597.28,7142.46,827.25,7587.84,489.1
79374.4,46171,112665,23293.9,17243,88533.9,647.28,187.34,3091.5,40064.7,6773.52,9898.98,426,4580.16,489.7
98122.6,56282,114256,31079.1,20926,97333.5,528.96,281.88,3250.5,32884.8,5751.72,10424.7,546.75,4126.2,490.7
63890.1,41190,101653,11499.5,9234,81615.1,544.04,127.02,810,6246.24,1277.64,8255.52,165,5489.64,491.1
126313,66150,125140,44740.8,27554,106414,1034.14,261.58,3656.25,13702.3,4626.96,10547.2,1046.25,7406.1,491.8
89350.6,50881,115086,33886.3,23921,92837.8,1186.1,198.36,2747.25,15434.6,3907.8,7825.74,747.75,9143.94,492.5
175659,103412,111322,39592,25412,102105,477.34,196.04,6111.75,75690.4,12751.4,11439.5,784.5,3013.92,492.5
91380.4,59296,100997,21629.4,17028,83245.5,-55.68,168.78,1489.5,15145.3,2778.36,9198.54,310.5,780,492.9
93299.4,51297,119197,28582.3,21185,88419.7,323.06,107.88,1756.5,8870.16,2350.92,6580.08,451.5,2283.06,493
127261,73767,113061,36270.8,26103,91063.9,1434.34,309.14,2378.25,9742.98,3435.9,13140.7,678,12872.3,493.3
78144.2,41215,124257,26125.3,15663,109312,3369.8,584.06,3792.75,3848.52,3192.54,17481.4,5692.5,39712.1,493.7
93413,59534,102831,47147.1,25838,119585,691.94,319,4060.5,24580.1,5741.58,17743.4,1128,2822.82,493.8
68080.2,39551,112809,18099.1,12939,91672,305.66,193.72,1689.75,10654.8,2710.5,8451.3,355.5,1301.04,494
179116,101247,115940,34194.4,24475,91561.4,1398.96,626.4,2927.25,25663.6,5610.54,32659.4,573.75,13282.6,494
93729.8,62358,98506.7,17887.7,13814,84862.5,431.52,178.64,4428.75,55822.3,9326.46,18927.5,564,2279.16,494.8
76942,50650,99555.2,12419.2,9662,84237.4,77.72,46.4,1863,21131,3423.42,4082.52,303,790.14,496.5
79294.8,44979,115535,30586.9,20771,96506.9,847.96,245.92,3783.75,47135.4,7968.48,12243.7,535.5,10297.6,497.1
165012,86696,124737,45561.4,28520,104695,622.34,254.62,4824,43052.9,8469.24,14320.8,964.5,3465.54,497.8
73767.8,37598,128582,25123.8,15946,103256,748.2,151.96,2172,16436.2,3718.26,10455.1,450.75,7824.96,498.6
113281,68188,108875,26542.6,19836,87693.9,378.74,88.74,2398.5,15947.9,3481.92,6110.52,645,2297.1,498.9
87984.5,49056,117542,32012.8,22260,94249.2,985.42,213.44,2620.5,19310.5,4423.38,12430.9,558.75,8753.16,499
84450.6,51242,108008,17401.8,13470,84665.5,176.32,18.56,1959,19966.4,3719.04,3716.7,372,1370.46,500
78229.9,51631,99298.4,20094.4,14975,87940.2,183.28,110.78,1694.25,9379.5,2210.52,6829.68,438,3035.76,500.3
52906.7,38588,89854.2,11888.8,9864,78988.4,150.22,1.16,3406.5,45994.3,6873.36,1868.1,334.5,1283.1,500.5
106965,60831,115239,23027.2,17931,84161.9,330.02,116.58,1911.75,12653.2,2903.94,4762.68,447,1599.78,500.8
58922.7,38182,101136,13359.1,11030,79374.4,230.26,131.66,1040.25,9083.1,1841.58,6084,201,1544.4,501.2
123659,68210,118811,26517.7,19462,89295.1,258.68,26.68,4117.5,44818,7540.26,3158.22,625.5,2161.38,501.5
120273,67592,116615,41740.9,26604,102824,2204,591.02,3609.75,14757.6,4272.06,29009.8,850.5,21946.9,501.8
156826,84060,122267,37901.8,24264,102371,2169.78,247.08,5397.75,58892.3,10308.5,12004.2,843,15351.2,502
68578,39046,115103,21238.6,15638,89007.2,689.04,151.38,3285,37716.1,6343.74,8001.24,574.5,6199.44,502.3
64655.8,31391,134984,37680.2,21243,116246,2184.86,502.86,2910.75,14274,4493.58,27495,766.5,16561,503.2
126470,68768,120527,42949.1,29060,96858.7,460.52,286.52,2469.75,9847.5,3324.36,15289.6,716.25,3377.4,503.6
62155.4,37402,108909,12371.6,9882,82046.5,459.36,34.8,2043,24680,4079.4,2359.5,306.75,3638.7,503.7
60289.5,34290,115227,16011.8,12342,85022.8,485.46,56.84,2229.75,26971.6,4586.4,7731.36,296.25,2928.12,505
67387.3,45043,98046.2,13599.3,10823,82347.2,138.04,64.96,1656.75,17723.9,3106.74,1443.78,301.5,2364.96,505.7
83587.6,53703,102005,12448.8,10163,80276,298.12,-6.38,1566,16148.3,2773.68,1307.28,280.5,2525.64,505.8
88822.3,54197,107406,22719.8,17141,86865.8,789.38,141.52,2886.75,27271.9,5066.88,5933.46,619.5,6229.86,506.9
109337,63379,113058,24800.9,17911,90745.9,810.26,72.5,2304,17824.6,3649.62,6667.44,547.5,7453.68,507
115534,59061,128200,33926.9,22257,99898.1,944.82,129.92,3175.5,24946,5164.38,11764.7,705.75,7472.4,507.8
129720,77539,109640,23351.6,17703,86447.1,541.72,239.54,2745,31070.5,5469.36,11001.1,393,5893.68,508.1
101874,55925,119382,26822.6,20865,84248.7,223.88,99.18,2215.5,16143.7,3438.24,6998.94,549,3619.98,508.6
102993,49305,136898,42437.5,25353,109698,642.64,294.64,2811.75,18635,4651.92,16574.2,662.25,5750.94,510.1
140032,74166,123738,30793.6,20998,96108.7,347.42,238.38,5148.75,57616.3,9905.22,15869.1,822.75,3155.1,511.3
138264,89951,100736,16660,12699,85977.7,739.5,161.24,3315.75,38319.8,6431.1,8533.2,450.75,5425.68,512.1
99737,48846,133816,30858.4,21002,96292.4,900.16,133.4,3308.25,27140.9,5229.9,7354.62,732,8767.98,513.1
131774,79673,108392,22186.3,16621,87479.9,1047.48,303.34,2927.25,29392,5569.2,15472.9,524.25,7246.2,513.3
122429,72672,110407,28814,21344,88472.3,578.84,191.4,3303.75,23810.3,5283.72,14582.1,792.75,3254.94,514.7
122120,77118,103779,51605.6,30490,110922,1260.34,400.78,6927,73395.7,13600.1,28155.7,1242.75,9909.12,515
97386.9,68226,93547.1,18851,14786,83553.5,380.48,161.24,2472,31749.1,5540.34,14284.1,331.5,6072.3,515.7
103681,59357,114474,34379.3,21817,103272,495.32,268.54,2858.25,13092.3,3960.84,13089.2,801.75,2456.22,515.9
100691,59453,110993,23325.1,17513,87285.7,613.06,175.74,1994.25,14734.2,3125.46,10413,429,4029.48,517.3
100913,55754,118618,21251.1,16346,85202,359.6,63.8,3249,43123.1,6747,2605.2,396,3340.74,517.8
77583.2,57752,88040.2,7401.42,6360,76267.2,773.14,285.36,2211,29494.1,4898.4,16199.8,219.75,5905.38,517.9
99767.6,59358,110151,23094.2,17786,85095.3,422.82,139.78,2503.5,22748.7,4344.6,7612.8,541.5,4273.62,518
82515.3,52185,103626,16001.7,12445,84265.8,148.48,68.44,1710,19771.4,3417.96,6528.6,267,1005.42,518.1
132271,72305,119888,26593.3,19093,91280.6,727.32,151.96,3149.25,28843.6,5516.16,11586.1,613.5,2335.32,518.4
69759.2,37573,121676,33189.8,20517,106016,103.82,157.18,3066.75,29990.2,5574.66,12651.6,567.75,1864.98,518.6
119065,64102,121729,22364.2,16066,91227.3,654.82,167.04,3447,38769.1,6362.46,6075.42,611.25,5660.46,519.8
97530.4,56483,113162,24560.6,18691,86116.6,154.86,101.5,2274,18877.6,3639.48,5236.92,463.5,1358.76,520.2
97169.3,57236,111260,18059.3,13232,89445,240.12,-20.3,1800,14369.9,2952.3,3525.6,417.75,1024.14,520.3
85556.2,51328,109239,20140.4,15968,82660.3,316.1,138.62,1882.5,17674,3274.44,10254.7,367.5,913.38,520.4
190109,106196,117321,36642.1,25648,93628.1,1093.3,331.18,11867.3,193129,28672.8,21126.3,791.25,13521.3,520.4
71850.8,41134,114475,24935.8,16414,99561,335.24,145,3120,30930.9,5599.62,10480.9,603,2255.76,520.9
96126.8,50930,123695,44910.8,24470,120281,1865.86,567.82,4082.25,32495.6,7004.4,24370.3,832.5,19000,521.5
79715.7,54701,95505.6,14107.9,11597,79725.2,493.58,180.38,1698,9652.5,2297.88,6931.08,360.75,3741.66,521.6
94894.7,52302,118906,38525.8,23482,107522,577.1,160.66,5836.5,71557.2,12152.4,13191.4,800.25,2605.2,521.8
46004,28579,105494,12614.2,9811,84260.7,154.86,41.76,790.5,4721.34,1373.58,3135.6,233.25,581.88,521.9
121250,75399,105389,19813.6,15635,83050.9,212.28,75.4,3237.75,37691.2,6339.06,3645.72,534.75,1783.08,522.2
46819.4,24397,125768,16123.4,11037,95738.1,249.98,63.22,1451.25,10852.9,2330.64,3860.22,344.25,988.26,522.3
117876,66583,116022,24036.5,18519,85061.5,629.88,155.44,3002.25,32097.8,5523.18,2839.2,584.25,5130.06,522.9
138372,77746,116641,31210.9,23254,87960.7,646.7,233.16,2593.5,9037.08,4017,19977.4,702,2769.78,523.2
72061,35191,134199,31154,19191,106389,619.44,222.72,3185.25,24914.8,5156.58,15036.8,672,2607.54,523.4
81437.5,46895,113809,24631.6,18255,88428.3,1133.32,227.94,2340.75,24036.5,4219.02,9976.2,367.5,15142.1,523.6
96287.3,49041,128674,45279,30117,98529.2,1225.54,368.88,7272.75,92428.4,15281.8,24061.4,881.25,13248.3,524.1
93619,48199,127293,24110.6,16343,96684.3,1434.92,326.54,4470.75,56660,9276.54,9572.16,615,16174.1,524.2
88032.8,47714,120915,25695.5,19158,87899.7,1023.12,151.96,2904.75,8129.16,3499.08,7648.68,775.5,8590.92,524.6
44132,34023,85008.2,9170.46,6483,92703.3,588.12,113.1,2631,11810,3378.18,7640.88,927,3880.5,524.6
101274,55915,118699,26860.1,19183,91763.6,874.64,209.96,3049.5,31473.8,5842.2,13547.8,546,7727.46,524.8
124333,65239,124899,52056.4,29555,115431,2161.08,424.56,3941.25,17637.4,5212.74,19338.5,1119,18671.6,525.2
119936,65703,119632,36723.2,23431,102714,1511.48,371.2,3803.25,31379.4,6271.98,10506.6,780.75,17575,525.6
133478,67706,129200,36622.6,24602,97557,600.3,287.68,4974.75,54828.5,9831.9,23283.8,628.5,2874.3,526.2
