"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
87914.5,96244.2,651.34,791.7,3361.5,36748.1,7055.1,34802.8,418.5,4085.64,582.9
90288.4,44840.6,4749.04,7542.32,1296.75,1048.32,1574.82,21524.9,405.75,1912.56,597.1
84489.3,50909.8,531.86,229.68,1311.75,11157.9,2336.88,10494.9,231.75,2947.62,603.5
166295,95840.9,1306.74,1736.52,1660.5,11015.2,3444.48,40250.3,298.5,8505.12,604.3
96814.3,79461.7,1374.02,2379.16,1784.25,4282.2,2825.94,49211.8,341.25,8568.3,604.8
193090,147205,1070.1,2393.08,2787,18250.4,5204.94,60751.1,495.75,2468.7,607.2
51975.8,104922,436.16,809.68,2567.25,23169.1,5604.3,45253.3,453,1811.94,612.8
109322,123874,1886.16,1699.98,3150.75,21886.8,5380.44,38489.1,523.5,12184.4,618.5
69417.1,174760,720.36,1476.68,3504,13168.7,4550.52,38486,846.75,2562.3,621
83183.7,57036.7,972.08,3609.34,1295.25,7918.56,9147.84,193425,284.25,3840.72,621.7
117906,187682,1350.24,2136.14,5418.75,33742,11016.7,126604,785.25,8594.82,623.3
179845,163946,3957.92,3773.48,6428.25,74555.5,14619.5,86827.3,763.5,28045.7,633.3
47544.9,75239.6,1667.5,2797.34,1695.75,2077.92,2006.16,13080.6,572.25,4225.26,635.3
85760.9,45919.4,474.44,704.7,1984.5,26599.6,5028.66,27373.3,221.25,2804.88,636.8
179059,141047,11597.1,25364,3220.5,3320.46,7009.08,117583,1330.5,6002.1,639.6
132837,212700,1821.78,4967.7,3400.5,8759.4,5540.34,83853.1,846,3573.96,643.4
150741,223216,577.1,938.44,2385,6601.14,3729.96,46022.3,707.25,2572.44,647.6
81296,76335.5,575.94,1374.02,1956,10101,3330.6,37884.6,404.25,1354.86,650.6
120298,91190.6,1230.18,1195.38,3669.75,37930.6,7271.94,39097.5,492.75,6504.42,652.8
128389,111822,1097.94,1415.78,2146.5,7949.76,3222.18,28767.2,556.5,2049.84,653.3
178550,161196,3256.7,1817.72,5666.25,48551.1,9864.66,64703.3,653.25,32008.1,655.5
83648.8,78610.7,1278.9,2571.14,1981.5,12857.5,4024.02,46768,391.5,1629.42,657.4
76377.6,66771.1,4660.3,11021.7,1269,1412.58,1570.14,17299.6,402.75,2263.56,660.8
69084.6,124479,1532.94,1950.54,1996.5,7923.24,3638.7,58439.9,501,9657.18,662.3
224016,251435,2454.56,5156.78,6289.5,26991.9,12334.9,131262,1419,6780.54,663.2
59277.6,66045.7,353.22,590.44,1263,10495.7,2358.72,16036.8,225,858,663.5
188748,99302.6,935.54,799.24,2991.75,29173.6,6474,46484.9,489.75,9849.06,668.4
152421,65343.7,1322.4,1781.18,2040,20309.6,5307.9,58209.1,322.5,12456.6,668.9
181438,145439,5602.22,9644.82,3482.25,18447,7498.14,125265,738,24438.2,674.5
164321,115803,2768.92,5347.02,3987.75,20865,7906.08,103580,891,5906.16,675.8
62746.3,65841.4,1133.32,2393.66,1137,1219.14,1348.62,15164.8,360.75,1909.44,679
78844.6,90419.9,1468.56,899.58,2547,30172,5559.06,27238.4,336,13324,680.1
92070.6,60615.4,979.04,840.42,2031.75,20960.2,4454.58,26899.1,322.5,6571.5,681.6
80905.7,104325,4864.46,8306.18,1584,1474.98,1993.68,26307.1,528,2851.68,684.9
115348,62693.3,1280.06,1119.4,1488,10704.7,3448.38,50564.3,258,13047.8,686.9
156860,57335.5,560.28,534.76,1103.25,4641.78,1629.42,10236.7,258,4367.22,689
71555,68421.6,1137.96,1055.6,2064,13468.3,3971.76,40730,411,7543.38,689.8
144394,147425,6665.36,17148.3,4145.25,29210.2,8226.66,114581,910.5,5230.68,690.1
241504,142815,1511.48,2786.32,3962.25,40569.4,9283.56,73254.5,686.25,4490.46,698.8
90836.4,73730.3,6170.62,13500.1,1924.5,2067.78,2473.38,35955.7,588,3878.16,698.9
118695,55208.4,906.54,918.14,1865.25,21489.8,4390.62,34504.1,262.5,8512.92,703
134333,87797.6,1478.42,1664.02,1587.75,3297.06,3176.94,68480.1,421.5,7964.58,708.3
238639,118769,583.48,1311.38,2570.25,12603.2,4457.7,54384.7,501,2687.88,711.1
166823,100528,1992.88,2838.52,2426.25,14087.6,7193.94,141274,447.75,16199,712.2
162573,77542.1,807.94,1144.34,2070,16975.1,4760.34,49364.6,408,4634.76,716.8
140534,76818.3,339.3,1169.28,1511.25,8489.52,3356.34,49555,313.5,1807.26,720.2
112304,86667.4,4206.16,2418.02,1833,13299.8,5398.38,103414,315,45817.2,720.5
93651.6,45652.6,4663.78,10712,1038.75,1198.86,1503.84,22854,411,2412.54,721.3
61430.5,68270.3,2469.64,5390.52,1336.5,1464.84,1572.48,21872.8,390.75,2779.14,722.3
214649,210883,5642.82,8182.64,4190.25,13823.9,6150.3,90385.6,1121.25,23531.8,724.6
129962,116165,7223.32,7806.22,3393.75,9836.58,5656.56,81221.4,925.5,6917.82,724.9
196717,262143,951.2,1198.28,3639,8701.68,5721.3,71522.9,1185,4387.5,727
129194,111642,864.78,2254.46,2274.75,9480.9,3029.52,28651.7,447.75,1592.76,727
174216,207131,1107.22,867.1,2643,10810,4655.82,46628.4,762.75,6034.86,732.9
78606.6,79715.2,1356.04,1270.2,2037,17391.7,4424.16,45957.6,309,11928.5,735.9
119398,60988.2,804.46,1036.46,1320.75,6559.02,2396.94,30395.8,186.75,7455.24,739.4
118066,178681,3170.86,6232.1,4253.25,19721.5,6590.22,66448.2,992.25,4632.42,741.6
93432.7,83422.6,1576.44,2007.96,1887.75,9479.34,3977.22,57442.3,458.25,7498.92,742.5
179692,115509,907.12,1218,2671.5,22081.8,4735.38,25992.7,509.25,8477.04,745.5
55724.6,91606.3,349.74,1490.6,2012.25,14933.9,6151.86,76327.7,405,2765.1,745.5
162850,158869,792.86,1190.74,4324.5,23372.7,6683.04,47928.7,939.75,3903.9,746.4
62493.4,80691.8,527.8,1238.3,1716.75,10130.6,3264.3,38848.7,333.75,1318.98,746.8
62016,63290,3884.26,8840.94,1596,1755.78,2056.86,28100.3,504,3651.96,753.3
111121,41348.6,558.54,574.78,1217.25,10291.3,2691,31640.7,209.25,4739.28,753.6
75992.7,81802.5,2978.3,6082.46,2080.5,2261.22,2287.74,21914.9,711,4508.4,754.9
71686.3,108173,848.54,927.42,1557.75,4339.14,2223.78,23164.4,384,5772.78,761.3
113000,171915,3719.54,1677.94,6014.25,54163.2,11222.6,58544.5,895.5,36552.4,767.7
204425,140284,1362.42,3118.08,5664,60510.1,11710.9,68146.3,763.5,2706.6,769.3
89974.9,68145.5,628.14,1005.14,972,4257.24,1758.12,19425.9,209.25,772.2,772
111007,74882.3,989.48,722.68,2157.75,19112.3,4252.56,26625.3,288.75,8235.24,772.1
194516,158722,7219.26,9297.98,6340.5,42423.4,12479.2,121026,1375.5,42117.7,772.8
253985,184205,4684.08,7940.2,6521.25,37817.5,10305.4,64740.8,1643.25,12310,775.9
96596,89628.2,1239.46,1890.22,1674.75,8359.26,3796.26,66508.3,302.25,7909.2,776.1
223204,220837,1099.1,1020.8,4314,11510.5,5591.04,36606.2,1565.25,4187.82,778
134460,199845,6170.04,11549.5,6611.25,9630.66,7445.88,57396.3,2291.25,8707.92,778.2
262143,135984,6904.32,13483.3,3270.75,22360.3,6379.62,73982.2,705.75,19321.4,785.7
253424,207664,2237.06,4220.66,5178,15724,9253.92,138703,1144.5,5006.04,788.3
101657,79252.7,646.7,1061.98,2069.25,9055.02,3313.44,34845.7,429.75,1932.06,789
202114,93259.9,992.38,1254.54,3003.75,25251.7,5605.86,31906.7,580.5,2148.12,797.5
81201.5,110134,594.5,1198.28,3974.25,40864.2,8041.02,47153.3,527.25,2109.12,798.9
83530.5,49269.5,328.86,156.02,948.75,5784.48,1382.94,11258.5,184.5,2780.7,798.9
150695,138402,381.64,410.64,1761.75,9164.22,2986.62,29683.7,421.5,1471.86,809.9
174133,88092.4,1156.52,1620.52,3605.25,40843.1,8520.72,48970,570,9645.48,810.5
71327.9,55671.7,3233.5,7997.04,1236.75,1210.56,1967.94,46318,342.75,2556.84,816
68920.7,91795.1,591.6,1184.36,2716.5,9161.88,2606.76,20871.2,502.5,1408.68,816.9
58933.6,85833.5,10683,39045,3315.75,24597.3,104200,262143,805.5,40297.1,827.3
145763,82602,752.26,2033.48,2097,16350.4,4521.66,41742.5,380.25,1843.14,828.3
173717,152725,12275.1,41908.5,5306.25,24828.2,95934.5,262143,1404.75,38819.8,832.2
79280.5,46094.1,3858.74,8222.08,1286.25,1651.26,1757.34,25822.7,489.75,1861.08,837.1
54928.4,85871,1056.76,839.84,1879.5,11670.4,3896.1,51310,418.5,6832.8,842.9
82658.8,90370.8,810.84,1708.1,2662.5,15296.6,4190.16,47504.3,403.5,5895.24,843
139227,140909,2181.96,2250.4,3264,29815.5,6880.38,58388.5,504,15524.3,844.6
132778,73940.9,1126.94,1048.06,1548.75,13675,3072.42,25411.6,261.75,8680.62,851.2
157021,145252,1553.82,1195.38,4007.25,42356.3,8342.1,42893,569.25,9590.1,852.5
113392,184704,2423.82,2974.24,3024.75,7328.1,4365.66,71465.9,597.75,13003.4,852.9
81967.2,68741.4,680.34,806.78,1149,4381.26,2389.14,44531,180.75,6046.56,855.6
193002,164474,4272.28,10886.6,5922.75,41733.1,9922.38,62823.5,1144.5,5492.76,858.9
