"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
149831,101881,1975.48,1271.94,1682.25,3584.1,2161.38,25326.6,459,14783.3,93.6
250199,232986,6324.32,2052.04,3611.25,4369.56,4463.16,64201,1084.5,67175.2,94.3
92367.8,46228.3,2618.7,2137.88,920.25,4018.56,5289.18,105972,282,26064.5,95.2
262143,184311,23277.1,3587.88,2430.75,3347.76,2851.68,89496.4,681,262143,95.3
262143,199265,6362.6,1302.68,4473,9714.9,5499,53919.1,1206,65296.1,95.4
140869,128116,3734.04,1331.68,1114.5,2724.54,1408.68,28661.1,267.75,50035.4,95.7
262143,262143,29286.5,5541.9,4242.75,7590.18,5878.08,164545,1194.75,262143,95.7
171839,147269,5089.5,1005.14,2193.75,7028.58,2473.38,30704.7,516.75,58824.5,95.9
262143,163170,9977.16,21946.6,4290.75,5062.2,4577.04,56270.8,1290.75,16181.1,96.1
143283,202444,7421.1,18089.6,4542.75,5144.1,5779.02,73996.3,1443.75,10631.4,96.1
185789,188635,17892.4,4517.62,2337.75,2549.04,2827.5,89743.7,600.75,219959,96.3
262143,262143,22489.5,3893.54,5338.5,8665.02,5751.72,106758,1518,259652,96.5
262143,259429,3567,651.92,4287.75,12093.9,4544.28,24381.2,1272,38896.3,96.5
120219,156328,9415.72,20065.1,4130.25,4190.94,3629.34,17784,1324.5,11366.2,96.8
181703,240901,4055.94,1021.96,2837.25,2926.56,2758.86,33964.3,813.75,44627.7,97
262143,247163,20605.7,3380.24,4005.75,7317.96,4566.9,102950,1023,218409,97.1
239577,262143,15489.5,2682.5,5359.5,4719.78,4843.8,73545.4,1511.25,181557,97.4
45218,124915,2254.46,469.8,2275.5,3451.5,2449.2,21088.9,593.25,22159.8,97.4
210151,226847,646.12,545.78,3949.5,7783.62,4392.96,35329.3,1051.5,5051.28,97.7
105728,193528,5163.16,1024.28,2340.75,6144.06,2970.24,40216.8,671.25,56212.3,98.1
262143,262143,12950.2,3159.26,6066.75,6513,6617.52,129706,1540.5,151195,98.2
177579,135306,1387.36,800.4,3042,24637.9,5697.9,49225.8,607.5,14737.3,98.4
262143,210038,10513.1,11996.1,3376.5,3570.84,3698.76,50991.7,972,59315.1,98.4
230746,115484,3281.64,1005.14,2047.5,2800.98,2306.46,45466.2,500.25,37279.3,98.6
262143,111359,1544.54,829.98,2288.25,5328.96,2867.28,34575.1,490.5,19975.8,98.9
262143,73741.2,573.62,91.64,1047.75,4109.82,1289.34,4372.68,290.25,5353.92,98.9
144317,207666,18778.7,3660.38,4170,7666.62,5255.64,116255,1143,221837,99.3
262143,202270,1679.68,1096.78,2920.5,7340.58,4143.36,57582.7,1061.25,12150.1,99.3
227788,147854,522,711.66,2196.75,8004.36,3819.66,59147.4,588.75,2998.32,99.6
160893,192858,5684.58,1451.16,2832,7125.3,3346.98,46916.2,894,62729.9,99.6
166752,128814,1949.38,667,1197.75,2182.44,1810.38,31595.5,332.25,22014.7,99.8
191477,262143,6678.7,3590.2,5826.75,6883.5,8158.8,139979,1706.25,63695.6,100.4
137856,137484,2035.8,710.5,2318.25,6576.96,2646.54,35987.6,538.5,22210.5,100.4
240265,243774,11454.4,2134.98,3530.25,7200.18,3736.98,59755.8,952.5,130005,101.1
158217,115860,2320,480.82,2008.5,10385.7,2971.8,21840,415.5,22049.8,101.4
262143,182297,19210.8,3169.12,5032.5,27633.1,5925.66,79772.2,11164.5,221834,102
262143,146415,5776.22,14353.8,2826,2812.68,2767.44,40835.3,729,6419.4,102.5
143871,100663,2136.72,504.6,1779.75,3652.74,2325.18,19373.6,556.5,20131,103.5
262143,126912,9513.74,22019.1,2427,13185.9,57988.3,262143,646.5,59525.7,103.9
247696,221783,18361.6,3039.2,3488.25,9330.36,4984.98,103352,945,204738,104
170262,108861,414.7,448.34,1455.75,2982.72,2223,35869.1,360,2120.04,104.4
262143,237866,9563.62,1714.48,4818,16644.4,5534.1,42588.8,1281,105897,104.7
138866,138891,5440.98,1207.56,2290.5,2816.58,2135.64,27343.7,692.25,61304.1,105
130519,83179.2,794.6,307.98,1338.75,1659.06,1320.54,14071.2,283.5,9322.56,105.2
244954,94699.8,1764.94,689.62,1330.5,5617.56,2071.68,30976.9,307.5,19078.8,105.7
199913,115770,3865.12,754.58,2815.5,8934.9,3717.48,26635.4,784.5,40769,106.7
260732,154182,5119.66,1053.28,2349.75,3835.26,2639.52,32768.6,741,50346.7,107.1
262143,262143,6598.66,1461.02,7182,11934,7966.14,58645.1,2124,56835.5,107.6
262143,162031,3445.2,594.5,2495.25,2697.24,2270.58,22539.7,642.75,31632.9,107.9
196468,51441.8,348,220.98,621,1794.78,1135.68,17770,159,3561.48,108.1
154629,147270,4721.78,1356.04,2006.25,7120.62,3549,71209.3,509.25,51756.1,108.5
148811,110223,1426.22,520.26,1893.75,3627.78,2072.46,30317.8,453,10681.3,109.1
239535,232816,6141.04,13953.1,5919,6708,5712.72,27246.2,1898.25,10029.2,109.2
255336,254230,3560.62,1053.86,5226.75,15003.3,5452.98,36927.5,1210.5,37762.9,109.5
262143,262143,9315.38,2099.6,4830,8339.76,4630.86,52953.4,1302,109674,109.8
229113,172111,3923.7,505.76,2366.25,7620.6,2453.1,15000.2,677.25,33081.4,109.9
121244,187134,598.56,461.68,2426.25,2544.36,2885.22,31362.2,772.5,3903.9,110.8
