"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
84568.2,44017,125912,25768.9,18053,93546.1,298.12,262.16,2244.75,17113.2,3713.58,15051.7,438.75,2811.12,380.8
136754,80363,111523,24919.4,17583,92880.6,349.16,222.14,3378,44417.1,7364.76,12317.8,524.25,4002.18,380.8
188021,116899,105409,26740.7,19987,87681,194.88,273.76,4256.25,46554.3,8740.68,21431.3,700.5,2758.86,380.9
97164.5,49035,129862,56993,27787,134419,506.92,683.82,7428.75,92853.5,16770,61601.3,1004.25,3998.28,381.9
117052,74092,103535,31787.3,22376,93100.4,740.66,295.22,3816,44600.4,7538.7,24427.3,521.25,7691.58,382.2
97034,54027,117704,26538.7,17995,96651.4,622.34,352.64,1872,9476.22,3172.26,23285.3,430.5,3180.06,382.2
112076,67315,109114,23149.6,16567,91575.6,486.04,424.56,5592,63772,10683.7,37025,514.5,7312.5,382.5
61922.8,32354,125430,22374.3,16146,90816.4,412.38,206.48,2229,27122.2,4993.56,26224.4,385.5,4777.5,382.7
101731,60770,109710,32366.1,23126,91721.2,374.68,340.46,2487.75,21269.8,4738.5,25430.3,454.5,7139.34,383.2
119704,72287,108525,24337.6,18703,85279.7,436.16,132.82,2763.75,32218.7,5782.92,13043.2,427.5,3165.24,383.2
80707.2,49525,106799,15142.1,11941,83104.9,372.94,240.12,2065.5,24166,4250.22,8598.72,342,4715.88,383.4
60802.2,42648,93433.1,9257.82,7436,81592.3,256.36,136.88,960,11267.1,2166.84,10090.9,126.75,1701.96,383.8
135487,69223,128270,48506.6,29639,107255,772.56,327.12,3148.5,16764.5,4809.48,17901,844.5,3114.54,384.1
91878.9,47376,127098,38660.7,23776,106564,852.6,349.74,11924.3,188932,28645.5,34089.1,874.5,7764.12,384.3
116375,62570,121892,61100.5,33050,121158,1383.88,1040.52,4983.75,39926.6,9161.1,77559.3,827.25,12572,384.4
95351.6,61499,101611,12874.7,10059,83880.6,418.76,227.36,3551.25,56339.4,8718.84,13572.8,326.25,3839.16,385.2
120184,79339,99274.9,21818.9,16955,84336.5,183.86,161.24,3894.75,55308.2,8644.74,15418.3,359.25,1320.54,385.9
109150,67608,105805,20634.9,15720,86026,700.06,189.66,2235.75,26686.1,4455.36,7355.4,312,5720.52,386.4
62077.2,47955,84835.6,6873.36,5939,75846.5,270.28,33.06,1155,14098.5,2237.04,4389.06,174.75,2943.72,386.7
129162,71827,117849,29887.3,21779,89934.9,788.22,382.22,5669.25,88672,13852.8,29206.3,465.75,10887.2,387.2
59656.4,39975,97802.2,20687.9,16099,84216.7,1231.34,258.68,2778,24095,5078.58,21606.8,483,11341.2,387.8
69527.3,51304,88814.5,7519.2,6620,74437.8,192.56,96.86,1205.25,15726.4,2481.18,5682.3,142.5,1945.32,388.2
106688,66252,105535,29341.3,22424,85752.3,1158.84,226.78,2806.5,30939.5,5372.64,13377,372,13377.8,388.2
59451,40684,95767,16090.6,13164,80106,591.6,202.42,1944,26727.5,4831.32,7465.38,213.75,4013.1,388.6
144159,90295,104630,31655.5,23827,87068.3,624.08,152.54,2805,19709,4350.84,6668.22,612,5707.26,388.8
136394,81419,109787,20801.8,15455,88208.9,493.58,349.16,1601.25,8275.02,2772.9,24914.8,378,6577.74,389.4
148484,83822,116092,39394.7,27166,95036.8,1311.38,519.1,5759.25,80234.7,13246.7,33308.3,661.5,13635.2,389.6
76168.2,43721,114173,23463.2,17309,88837.2,1106.06,272.6,2366.25,27405.3,4569.24,11724.2,375,10704.7,389.8
130646,79260,108024,29041.7,20684,92017,805.62,283.04,3000.75,35876.1,6275.88,12636,460.5,8608.86,390.8
168701,89263,123859,31453.5,21311,96726.4,361.34,225.62,5710.5,80162.2,12969.1,22434.4,640.5,4962.36,391.3
77507.8,52507,96740.4,11799.1,9579,80724.8,294.64,53.36,3239.25,53575.9,8097.18,5528.64,233.25,2947.62,391.4
55144.6,32091,112616,14481.5,11247,84383.2,510.98,386.86,2255.25,26600.3,4901.52,23406.2,303,8325.72,391.9
128961,67478,125249,36936.1,24854,97394.6,183.28,222.14,3870,40117.7,6920.94,10039.4,651.75,2015.52,392.3
157901,89468,115664,29077.6,19608,97186.4,377.58,366.56,5636.25,83547.4,13478.4,26482.6,488.25,2317.38,392.3
97932.2,57381,111850,16977.5,13253,83953.5,415.86,238.38,3127.5,37518.8,6427.2,14521.3,405,4782.96,392.7
143406,90248,104138,28170.5,20524,89952.3,541.72,281.3,3960.75,52937,8747.7,16345.7,509.25,4713.54,392.8
96618.5,64734,97815.5,16302,12398,86172.6,208.22,148.48,2374.5,32152.4,5266.56,7206.42,257.25,2622.36,392.8
110757,62659,115842,26200.2,18903,90835.1,1691.86,415.28,2962.5,33406.6,5917.86,18138.9,455.25,12814.6,393.3
135537,80145,110831,20740.2,15621,87013,312.04,236.06,3349.5,41435.2,6693.96,10427,439.5,1159.08,394
122598,65918,121887,34610.9,24142,93955,271.44,508.08,6582.75,79958.6,13448,44449.9,670.5,2943.72,394.3
88099.4,51857,111339,22471,16769,87820.4,296.38,263.32,1951.5,19410.3,4085.64,18071,366.75,2929.68,394.5
124948,71373,114730,22958.5,16953,88751.8,222.14,238.96,3999,45956.8,7677.54,13996.3,591,2176.98,394.7
95361.8,46334,134882,38336.2,25342,99139.9,1016.74,250.56,3499.5,41297.9,6819.54,15020.5,516,12267.1,394.7
105488,63027,109687,24090.3,18387,85864,292.9,67.86,1572,11526.1,2524.08,7709.52,298.5,889.98,395
99775.7,58002,112736,22424.2,15666,93807.8,435,99.76,1923.75,8580,2598.18,5546.58,516.75,1866.54,395.3
76188.6,48842,102230,26034.1,18734,91073.3,363.08,193.14,3682.5,52241.3,8321.82,15558.7,396.75,3765.84,395.8
120723,62999,125585,37650.6,23495,105021,617.12,408.9,2877,26281.3,5910.06,29272.6,603,6529.38,396.9
90359.8,56147,105470,17815.2,14007,83353.8,580,226.78,2565.75,33755.3,5190.9,8978.58,350.25,9085.44,397
105802,74130,93536.1,23422.6,18066,84967.6,900.16,303.34,1107.75,6971.64,1999.14,16718.5,280.5,9530.04,397.2
108219,60006,118192,22606,16454,90039.1,852.6,246.5,4197.75,64747.8,9580.74,12221.8,416.25,12419.2,397.2
125665,65038,126628,45594.1,29194,102352,1822.94,430.94,5128.5,66197,10823.3,17111.6,713.25,19625.6,397.2
120996,74905,105862,13924.6,10605,86050,185.02,99.18,3340.5,50047.1,7745.4,10374,298.5,1204.32,397.3
118366,71950,107814,24456.9,18878,84903.5,1451.16,446.02,1749,10678.2,3222.18,23244.8,438.75,15097.7,397.9
76157.3,50995,97873.2,13796.6,10983,82325.1,126.44,103.82,1525.5,21141.9,3429.66,5616,207,692.64,398.3
94345.9,64136,96405.4,34239.7,22428,100050,500.54,171.1,6675,101570,15110.2,12134.5,668.25,5262.66,399.1
96975.5,52022,122167,25076.2,17654,93089.1,293.48,160.08,2244.75,15197.5,3524.82,13926.1,510.75,1655.16,399.3
92571.8,53807,112751,16962.7,12651,87871.7,923.94,360.76,2879.25,38508.6,6268.08,12168.8,384,9506.64,399.4
114853,60616,124175,24431.2,15887,100782,1125.78,263.9,5232,81395.3,12136,14901.1,443.25,12877,399.8
73138.8,38218,125418,23184.7,16030,94786.9,143.84,223.3,4359,62995.1,9787.44,14489.3,421.5,1634.88,400.1
117063,67089,114354,23864.1,17845,87641.2,338.72,216.34,3312.75,41930.5,7186.92,11384.9,469.5,4052.1,400.6
77011.4,44418,113625,17571.8,12002,95949.7,417.6,222.14,5601,90650,13380.1,15299.7,413.25,5254.08,401.2
127225,75794,110006,20877.5,15250,89719.8,335.82,150.8,3095.25,37531.3,6511.44,18906.4,438,1354.86,401.5
104207,57574,118618,22942.9,16790,89552.5,713.98,227.36,5065.5,72932.3,11445.7,19177.9,491.25,5874.96,401.8
146182,76194,125734,47630.7,28482,109596,835.78,421.08,8242.5,114382,18406.4,28362.4,927.75,5988.84,403
175720,98286,117168,29268.7,21230,90351.1,436.74,206.48,5405.25,67121.3,11026.9,10577.6,725.25,2721.42,403.2
57144.5,32070,116776,15814.5,11366,91185.9,756.32,216.92,1349.25,11195.3,2423.46,15669.4,280.5,5260.32,403.2
69623.8,36168,126158,32570.5,21884,97538.7,255.78,467.48,2852.25,25629.2,5724.42,31795.1,535.5,2022.54,403.6
130703,74034,115701,50450.4,27478,120326,2681.34,656.56,9518.25,127799,21665.3,48907.6,1020,21462.5,404.1
115098,59067,127704,31622.8,20731,99967.6,2657.56,450.08,5478,83045,12796.7,23047.4,474.75,24966.2,404.2
87317.4,48958,116885,18404.9,13726,87875.7,564.34,77.14,4741.5,74943.2,11237.5,7105.8,386.25,5972.46,404.2
147594,81071,119312,41263.6,23711,114050,844.48,423.4,7023.75,77086.6,13793.5,33690.5,1134.75,4570.8,404.7
66459.1,33661,129392,26736.8,17133,102272,208.8,384.54,3006,27592.5,5591.04,26177.6,562.5,2486.64,405.5
60744.4,38177,104276,31355.2,17649,116431,1146.66,327.12,2852.25,24820.4,5384.34,24437.4,580.5,11339.6,405.8
115100,65154,115774,26433.4,18098,95720,1470.3,418.18,7230.75,112380,17046.1,20969.5,557.25,14146.1,405.8
200176,110842,118355,75048.5,45486,108129,2868.68,810.26,9342.75,122376,20235.5,38977.4,1135.5,28168.9,406.1
97674.5,57310,111694,20327.6,15614,85320.1,218.08,191.4,2492.25,30376.3,5260.32,8085.48,360,1382.16,406.2
78869.1,50087,103196,19457.1,15271,83500.8,173.42,140.36,1978.5,24718.2,4319.64,15795.8,287.25,1109.94,406.5
102285,58634,114325,26839.8,19886,88452.8,428.04,276.08,4233,62419.5,10043.3,19564.7,432,4800.9,406.5
126393,80952,102323,21636.4,16092,88116.1,751.1,254.62,2548.5,29513.6,5134.74,12041.6,389.25,6935.76,406.7
50330.9,25943,127144,23876.6,16567,94451.4,726.16,352.06,1923.75,16434.6,3986.58,21215.2,417.75,4772.04,407.6
100050,61823,106059,23363.3,17723,86392.8,650.76,205.32,1901.25,4535.7,2306.46,15022.8,469.5,5045.82,408.1
83727,46669,117576,35685.8,20605,113502,2350.74,528.38,3257.25,13416,4336.02,20145.1,836.25,24846.1,408.5
126502,73678,112523,25599.6,18894,88795.1,223.88,168.78,5561.25,85370.2,13194.5,14658.5,474.75,2215.98,409.6
117797,68866,112101,20656,15426,87755,977.88,165.3,1843.5,15946.3,3157.44,8744.58,439.5,14294.3,409.8
138628,77273,117571,28523,18109,103224,1273.68,351.48,2837.25,24338.3,5207.28,22898.5,538.5,11634.5,409.8
78311.5,42607,120455,24822.7,18011,90321.6,-19.72,130.5,2970.75,41794,6750.12,14979.9,287.25,1251.9,409.9
57665.4,29161,129596,25665.9,17497,96133.1,481.98,160.66,1542,4981.86,1925.04,13777.9,396,4024.02,410.3
86300.8,43975,128614,33290.4,23315,93575.8,427.46,419.34,7180.5,107554,16731,37936.9,623.25,2794.74,410.5
94614.5,66509,93230.4,12091.6,9833,80589.1,66.12,166.46,4251,69293.6,10409.1,9528.48,265.5,1236.3,411.1
114507,65748,114138,36330.1,24096,98810,1013.84,581.74,6663,73673.3,13116.5,36389.3,823.5,9140.04,411.3
69885.6,38734,118243,19534.3,13434,95295.6,633.94,390.34,5038.5,78251.2,12110.3,21725.3,390.75,8214.96,411.4
105397,63101,109464,25084.8,16921,97154.9,578.26,377.58,5045.25,75076.6,12180.5,29562,498,6228.3,411.5
151677,87515,113584,23942.9,16139,97225.4,122.38,222.14,2551.5,25254.8,4762.68,10516.7,511.5,1570.14,412.1
125664,67009,122902,37082.8,24401,99596.6,649.6,649.6,4433.25,53926.1,10260.1,48563.6,610.5,8668.14,412.5
94727.4,62245,99735.8,16169.4,12737,83196.8,207.64,191.4,1368,13966.7,2614.56,13423,246,2913.3,412.6
77945,51160,99847.6,13249.9,10664,81427.5,199.52,106.72,1361.25,17259.8,3038.1,11355.2,180,1061.58,412.8
102866,63143,106765,17635,12931,89376.6,611.9,139.78,2532,30409.9,5134.74,8594.04,324.75,4223.7,413.1
148774,81029,120328,56709.1,30549,121657,1872.24,541.14,7066.5,79524.9,13247.5,22563.8,1056,17209.9,413.1
115269,58061,130109,26002.9,17609,96775.7,1085.18,428.04,3564,40397,7266.48,27135.4,543,7392.06,413.2
119529,76531,102357,18876,14899,83029.6,55.68,228.52,2424,30883.3,5282.94,9572.94,338.25,1421.94,413.6
106508,61239,113981,29217.2,19703,97182.2,322.48,172.26,6327.75,96291,14646.8,14717.8,562.5,2163.72,413.6
60468.3,30540,129759,30307.7,20652,96176.8,785.9,413.54,6280.5,77301.1,12422.3,30251.5,590.25,10808.5,413.7
117496,62755,122703,30218.8,20355,97293.9,657.14,243.6,4531.5,48361.6,9069.84,22363.4,789.75,2580.24,413.8
88816.8,49413,117797,26388.2,18454,93712.8,807.36,194.3,1571.25,3595.8,1943.76,11554.9,504.75,5237.7,414.6
58566.4,33603,114222,29034.7,19155,99338,700.06,415.86,2157,14643.7,3431.22,24015.4,406.5,8394.36,415.1
59852.2,43075,91061.6,15919,13927,74909.8,328.86,72.5,1830.75,23262.7,3888.3,9608.82,283.5,4082.52,415.3
145534,78148,122047,24798.5,17472,93017.2,692.52,357.28,4698.75,60657.5,10156.4,17352.7,653.25,8787.48,415.6
100899,57923,114161,33916.7,20627,107760,659.46,371.2,5165.25,72962.8,11541.7,17887,597.75,7576.14,416.7
162530,86995,122439,34243.6,18819,119251,1993.46,543.46,3815.25,35983.7,7402.2,31333.4,737.25,20993.7,417.2
117232,71239,107847,40670,18771,141993,329.44,291.74,6349.5,76979.8,12930.1,16360.5,866.25,3544.32,417.2
179124,99604,117857,46364.8,30148,100788,230.84,304.5,5897.25,81982.7,13016.6,23698.7,648.75,2934.36,417.3
66167.4,43841,98910.8,10195.4,8229,81196.3,354.96,132.82,1785.75,22144.2,3889.86,9413.04,304.5,2589.6,417.4
87754,54006,106489,12891.8,10226,82620.7,978.46,353.8,3458.25,53657,8790.6,22947.6,305.25,8236.8,417.5
109615,66075,108721,22106.8,16959,85428.9,1193.06,336.4,2349.75,25543.4,4633.98,13782.6,387.75,7903.74,418.4
136551,71912,124444,43222.9,28984,97731.8,1287.02,396.72,4173.75,47783.6,8756.28,29519.1,595.5,13709.3,418.7
89233.7,48070,121656,23359.4,16806,91091.5,236.64,191.98,1412.25,5112.12,2018.64,17872.1,430.5,1219.92,419.1
95341.4,57675,108336,11960.5,9163,85544.5,336.98,244.76,2754.75,32183.6,5685.42,16404.2,387.75,1627.08,419.2
173321,102837,110454,35007.2,25409,90292,1036.46,435.58,3798,46002.1,8139.3,16076.6,563.25,12516.7,419.8
134830,70142,125977,26540.3,18394,94560.4,633.36,169.36,6755.25,101453,15713.1,24951.4,574.5,6810.96,420.4
79294.1,41266,125930,23730.7,17009,91434.9,554.48,129.92,2349,23442.9,4279.86,8024.64,416.25,3974.88,420.6
98659.2,56831,113771,39113.9,23279,110115,897.84,400.78,5170.5,66454.4,10852.9,22613.8,704.25,11690.6,420.9
67080.6,41043,107112,13549.4,10771,82441,333.5,322.48,3586.5,59946.9,9258.6,25495.1,252.75,3561.48,421
112299,69724,105553,16115.6,12488,84573.3,592.18,518.52,3643.5,48517.6,8737.56,29721.1,477.75,7569.9,421.3
158403,84621,122678,34295,22873,98262.6,638.58,345.1,6315,82658.2,13745.2,19693.4,722.25,7493.46,422.2
129365,74745,113426,24271.3,17533,90722.7,1233.08,350.9,1766.25,11297.5,3194.1,22790,397.5,12188.3,422.7
79451.9,46747,111386,20744.9,15407,88241.5,748.78,270.86,5274,85231.4,12994.8,14373.8,370.5,5637.06,422.7
87445.3,60495,94732,16759.9,13179,83342.8,477.34,112.52,2173.5,28950.5,4786.08,7778.16,224.25,4375.8,424.6
77832.8,54911,92893.1,9441.9,7823,79098.1,194.88,43.5,1128.75,13648.4,2412.54,8952.84,162.75,1492.14,425.7
84169.7,45255,121890,35041.5,23383,98211.5,343.94,227.94,3717.75,34046.2,6632.34,15915.9,624.75,2017.86,426.9
91753.1,53708,111960,46294.6,28876,105069,1028.92,237.22,7433.25,103665,16351.1,19450.9,796.5,10298.3,427.1
83164.7,48543,112277,19720,13627,94838.7,714.56,161.82,2895.75,33249.1,5696.34,10596.3,500.25,5296.2,427.4
47511.6,23359,133299,33153.1,16859,128876,307.98,246.5,3348.75,28552.7,5863.26,19196.6,624,1883.7,427.4
94724.7,48966,126779,29260.9,17938,106904,2006.22,433.26,4875.75,54382.4,9338.94,21066.2,700.5,22622.3,427.6
177650,101624,114564,32946.4,22456,96151.4,391.5,310.3,5310,67746.9,11342,25640.9,783,3605.16,427.7
63108.1,43071,96024,8945.82,7803,75134.3,62.64,52.78,1299.75,18401,2686.32,4243.98,159.75,830.7,428.4
106483,51479,135559,39823.7,25079,104067,1980.12,613.06,6475.5,88149.4,14617.2,35028.2,807,23038.1,428.4
92759.5,55944,108664,17628.8,13724,84182.4,508.08,194.88,2235.75,27683,4865.64,17025.8,306,4764.24,428.8
105078,59079,116562,48216.5,29651,106570,336.98,389.76,5055,55203.7,10098.7,36558.6,710.25,2872.74,429
148949,76972,126819,30429.4,20536,97108.4,195.46,156.02,5460.75,78317.5,12558.8,14511.9,680.25,2466.36,429.8
154865,83065,122184,29596.3,19741,98253.6,1027.76,349.16,6045.75,85909.2,13653.9,22851.7,570.75,10313.9,429.8
99677.8,55442,117826,36763,23862,100968,420.5,252.3,2856,24786.8,5344.56,23356.3,631.5,1957.8,430.1
63956,43754,95795.2,9809.28,8366,76842.1,124.12,57.42,1914,30970.7,4638.66,4111.38,187.5,1664.52,430.2
172985,100962,112287,28238.3,20758,89152.5,887.4,251.72,5256,74595.3,11962.1,13226.5,524.25,8678.28,430.4
115813,66522,114096,35923.7,24350,96685.6,183.28,339.3,3346.5,31185.2,6936.54,31723.4,522.75,2404.74,430.7
80998.2,36418,145760,61810.3,33718,120138,538.24,363.66,5941.5,64449.1,11260.1,27642.4,894.75,3465.54,431.2
111028,64935,112056,18759.8,14387,85455,459.36,135.72,2782.5,25033.3,4515.42,8814.78,546.75,3152.76,431.2
169990,96104,115921,37543.7,26092,94299.6,339.3,386.28,5297.25,73064.2,11982.4,29458.3,587.25,2248.74,432.1
103856,59654,114097,27516.1,19826,90955.9,588.7,299.28,5283.75,63959.2,10918.4,19059.3,876,7686.9,432.2
63499.1,31803,130852,24200.3,16523,95986.8,791.7,350.32,2534.25,25017.7,5169.84,26261,457.5,6413.94,432.4
141730,87498,106156,17083.6,13086,85556.2,543.46,227.94,2406,25482.6,4607.46,10760.9,354.75,4376.58,432.4
84041.2,55259,99671.1,15777.8,12507,82675,280.14,140.36,1578,17812.1,3615.3,14561,262.5,1060.02,432.6
115771,71783,105696,19351.8,14439,87834.3,538.24,237.8,2111.25,24252.5,4459.26,18141.2,357,5123.82,433.1
144398,79038,119731,54628.9,30922,115780,876.38,596.82,9688.5,136085,22120.8,34150,971.25,10984.7,433.3
128334,69462,121080,38474.3,24998,100866,186.76,304.5,4587,63644.9,10779.6,31112.6,570,2628.6,433.4
99025.7,71891,90272,11969.9,9683,81014,370.62,122.96,1473,15915.9,3023.28,7978.62,259.5,2164.5,433.5
136377,87415,102244,39018.7,25655,99673.8,1347.34,164.72,2924.25,19349.5,4154.28,9920.04,720,14157.8,433.6
52081.2,27372,124697,20733.2,14648,92761.5,642.06,495.32,6789.75,109603,16963.4,44677.6,462,6788.34,434
91479.7,54942,109119,26614.4,19790,88135.4,850.28,189.66,2511,25730.6,4357.08,5197.14,424.5,6179.16,434.2
101727,60059,111004,13583.7,10555,84341.2,557.96,79.46,3810.75,57413.5,8467.68,6638.58,356.25,5615.22,434.9
77091.6,45883,110112,21767.5,16139,88391.6,106.14,206.48,1699.5,14735,3072.42,13929.2,335.25,1036.62,435.4
99790.7,58582,111636,25562.9,18482,90644.6,556.8,205.32,4737,69048.7,10958.2,18478.2,489,5248.62,435.5
97777.9,66023,97056.7,13180.4,10835,79722.5,530.7,162.4,4119.75,69088.5,9857.64,5616,324.75,4690.14,435.6
165325,88334,122657,54945.5,35470,101520,1122.3,371.2,7147.5,102409,16159.3,24151.1,711.75,9502.74,435.7
80382.1,40770,129211,24293.9,15446,103077,2383.8,660.04,4208.25,54149.9,8890.44,19357.3,418.5,28276.6,435.7
112524,58971,125050,35338.7,22571,102608,799.82,335.82,11511,174891,27083.2,18031.3,925.5,9549.54,435.8
128439,83042,101363,14784.1,11634,83281.1,274.34,143.84,1905.75,15778.6,3278.34,8885.76,449.25,2630.16,435.9
45792.6,27537,108983,17426,13061,87438.1,550.42,163.56,2091,15625.7,3545.1,8777.34,482.25,4412.46,436.3
105835,56271,123260,37540.6,24783,99272.2,690.78,193.14,3015,5052.06,3200.34,5110.56,943.5,3849.3,436.3
64243.7,41582,101252,16639,12778,85338.1,318.42,168.78,1445.25,8768.76,2398.5,12099.4,355.5,998.4,436.5
148170,79858,121597,47171.3,33782,91510.8,370.62,253.46,4610.25,48269.5,8765.64,13760,750,2745.6,436.5
83979.3,55099,99886.9,11200.8,9099,80674.3,290,100.92,1524,20200.4,3421.86,5001.36,219.75,2491.32,436.9
112503,75915,97121.4,17585.9,14367,80219.1,330.6,88.16,1411.5,13837.2,2570.88,7665.06,265.5,3508.44,436.9
83954.8,49270,111672,22733.9,16466,90482.7,330.02,29,1599.75,12780.3,2623.92,6548.1,338.25,748.8,437.4
144756,82114,115531,31568.2,21714,95277.3,918.14,317.84,8268,127776,19837,19149,694.5,10359.2,437.5
99129,64756,100323,18242.6,14480,82565.6,320.74,60.9,1555.5,7892.82,2164.5,6949.02,432.75,1481.22,438.4
73501.9,45246,106463,16394,13034,82430.6,361.34,186.76,2256.75,30643.1,5003.7,14149.2,252.75,5334.42,438.5
92513.3,57234,105933,39040.6,29378,87091.1,332.34,62.64,5712.75,63671.4,10842,3702.66,797.25,3968.64,438.7
203163,112883,117949,41187.1,26179,103107,1357.2,481.98,8028,113511,18253.6,30742.1,882.75,12619.6,438.7
110650,65294,111060,33331.7,24238,90124.1,584.06,462.84,5103.75,66931,11238.2,29381.8,653.25,5032.56,438.8
90136.7,51892,113836,19700.5,14980,86187.5,309.72,217.5,2831.25,27756.3,5041.14,8856.9,490.5,1422.72,438.9
107956,66863,105814,16493.9,12619,85659.9,561.44,237.8,4176,66979.4,10032.4,11785,280.5,4562.22,439.2
77381.3,49339,102784,22545.9,16047,92077.5,211.12,149.06,3022.5,43415.6,7138.56,20505.4,372.75,1468.74,439.3
149479,91274,107328,18858.8,14202,87025.3,164.14,187.34,2994.75,39330.7,6759.48,8158.8,401.25,2809.56,439.5
107767,67226,105058,15937,12302,84900.4,265.06,240.12,3888,61602.1,9437.22,13930.8,272.25,5344.56,439.6
102473,58694,114418,43948.3,25170,114430,1536.42,662.36,4405.5,40455.5,8427.12,44724.4,790.5,15104.7,439.7
131492,73210,117708,27424.8,19038,94406.5,870.58,166.46,3702.75,48339.7,8054.28,16401.8,456,5770.44,440.5
127463,74686,111847,28367.8,20202,92026.2,388.6,214.02,2325.75,15536.8,3744,15388.6,555.75,1832.22,441.3
110238,56486,127899,35319.2,22886,101139,1095.04,284.78,2477.25,19791.7,4479.54,21727.7,527.25,11305.3,441.4
97949.9,59923,107125,24237.7,17431,91127.5,664.68,259.26,2934.75,38832.3,6683.82,17353.4,402.75,5193.24,441.6
150668,78582,125654,26290.7,18102,95182.1,1155.94,319.58,7630.5,119209,17858.9,16112.5,618.75,14118,441.8
135193,72303,122540,30583.8,20847,96145.3,980.78,428.04,4034.25,48728.9,8824.14,27136.2,584.25,8865.48,441.8
91791.8,56415,106632,20742.5,16079,84544,272.6,129.92,4459.5,68292.1,10169.6,9055.8,406.5,1729.26,442
103322,64778,104531,22456.2,14670,100320,328.86,249.98,7270.5,118196,17809.7,19932.1,470.25,4102.8,442.1
140243,78763,116691,38353.4,25823,97336.8,189.66,219.82,6496.5,89069.8,13851.2,13016.6,627,2717.52,442.1
131175,78238,109879,23169.1,17530,86617.9,483.72,77.72,3584.25,50954.3,7796.1,5871.84,355.5,6045,442.5
67789.9,40250,110377,21900.1,16650,86200.7,783.58,247.66,2045.25,23756.5,4248.66,16804.3,315.75,7176,442.5
123327,77695,104027,22308,17167,85162.1,559.7,180.96,3363.75,51395.8,7914.66,13431.6,303.75,4309.5,442.8
78727.7,46355,111304,27204.1,18995,93858.7,769.66,227.94,3704.25,43973.3,7413.12,18337.8,471.75,6316.44,442.9
73807.9,43847,110317,30065.9,22675,86897.4,479.08,454.72,3337.5,40081.9,7440.42,38287.9,402,5078.58,443.2
109146,65886,108566,29133,21082,90563.5,368.88,46.4,2698.5,33754.5,5751.72,10674.3,370.5,3043.56,443.3
64770,35591,119265,29461.4,19667,98173.6,707.02,510.98,4827.75,65325,11074.4,45527,550.5,5162.82,443.8
52564,26684,129097,26630,17272,101043,382.22,199.52,2805,27797.6,5010.72,21152,544.5,2124.72,443.9
41720.7,22095,123748,14213.2,10251,90866.6,254.04,136.88,1020.75,10618.9,2142.66,12044.8,174,2005.38,444.2
108818,61854,115295,26906.9,18666,94469.6,919.3,225.62,2381.25,23909.3,4555.2,12509.6,363.75,8702.46,444.3
108533,58697,121179,36594.5,24233,98966.5,266.22,271.44,5373,70120.4,11258.5,12754.6,674.25,2984.28,444.9
98453.1,67707,95296.3,24314.2,17803,89504.7,878.12,320.16,1869.75,19979.7,3646.5,17317.6,321,12310,445
103704,59733,113779,27686.1,17937,101156,349.16,187.92,2791.5,25182.3,5131.62,14917.5,525.75,1677,445.1
111535,66042,110680,18697.4,14302,85676.9,499.38,312.04,6750,111895,16894,21910.2,399.75,5597.28,445.3
109874,58950,122149,25795.4,17826,94834.8,647.28,154.86,4429.5,57290.2,9814.74,15132.8,600.75,6062.94,445.3
122212,60271,132888,41065.4,25691,104755,555.64,85.84,3339.75,11641.5,4150.38,6534.06,945.75,3143.4,445.4
93449,66686,91837.5,13945.6,11354,80495,249.98,131.66,1807.5,24123.1,3935.88,8020.74,216.75,2310.36,445.6
134630,70598,124977,29046.4,20246,94022.8,318.42,317.84,7801.5,124737,18463.4,19571,624,2854.8,445.7
96581.8,62990,100486,17514.1,14042,81740.9,117.16,96.28,3780,60026.5,8792.94,6115.2,306.75,1166.88,445.7
162353,98351,108183,26019.2,19259,88540.3,824.18,216.92,5106.75,76579.6,11690.6,14572.7,474.75,7455.24,445.7
106137,64247,108267,22816.6,17959,83262.2,310.3,428.04,9936,172488,25991.9,38481.3,479.25,3098.16,445.8
99583.3,54767,119165,27124.5,19739,90056.8,393.82,158.34,2922,35539.1,5862.48,15103.9,378,3779.1,445.9
125888,92119,89560.5,15103.9,11559,85634.6,542.3,196.04,4365.75,72589.9,10959,15949.4,288.75,5761.86,446.1
100606,71774,91862.2,16915.1,13550,81811.6,142.1,63.8,2448,32924.6,5227.56,6836.7,258,1093.56,446.5
85582.1,45539,123163,38081.9,22759,109659,904.8,281.88,4737.75,37419.7,8203.26,18541.4,918.75,6460.74,446.8
87497.6,55074,104119,16525.9,13410,80763.5,112.52,171.68,3477.75,49930.9,7817.94,11785.8,325.5,1565.46,447.1
130912,64366,133291,41067.8,24382,110385,1422.16,720.94,3059.25,11602.5,5062.2,60163.7,785.25,14551.7,447.3
178890,103090,113723,29396.6,20902,92170,446.02,321.32,6502.5,93545.4,14983,19306.6,631.5,4466.28,447.5
73868.4,54032,89595.8,8769.54,7508,76547.8,90.48,125.86,3483,59595.1,8963.76,8875.62,210.75,2345.46,447.7
92482,55982,108265,27856.1,19194,95112,309.72,283.04,2184,24775.9,4802.46,21763.6,375.75,3151.2,448.3
