"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
171840,144736,6074.34,15051.6,2121.75,1971.84,1853.28,12288.1,678,3234.66,252.2
204266,152106,5847.56,15636.8,2258.25,3098.16,2219.1,21668.4,792.75,2899.26,252.6
188013,137880,4060,8141.46,2535,2623.92,2639.52,17556.2,837,4730.7,257.2
107483,69371.6,2243.44,4836.62,1852.5,2009.28,1993.68,10654.8,636.75,2442.96,262
84515.2,86179.1,5148.08,12039.1,1845.75,1991.34,1779.96,12668,656.25,2319.72,263
213859,119511,5004.24,12720,2355,2371.98,2439.06,25853.1,795.75,3517.02,266.3
116396,57372.1,2764.86,7448.94,1206,1276.08,1229.28,5991.18,429,1514.76,267.3
262143,262143,4369.14,1641.98,7503.75,21602.9,9330.36,56415.8,2592,37690.4,271.5
260970,156163,7671.66,17662.2,4344,4461.6,4415.58,19081.1,1574.25,6158.88,272.1
98518.4,70386.4,3231.18,7531.3,944.25,957.06,1128.66,12384.8,285,1343.94,272.5
154880,95252,5051.22,11369.2,1860.75,1830.66,1803.36,13792.7,660,4593.42,273.2
262143,262143,9132.68,20149.2,3426,3549,3571.62,25554.4,1120.5,7408.44,274
101281,76322.2,3094.88,8646.06,1521.75,1341.6,1408.68,10955.1,511.5,2120.04,275.4
191037,239960,4086.68,10728.8,2051.25,2126.28,1723.8,16248.2,718.5,2513.16,275.6
81964.5,44128.5,626.4,325.96,413.25,446.94,454.74,5064.54,138.75,4831.32,276.9
201241,160032,4597.08,10955.6,2941.5,3776.76,3359.46,25225.2,1063.5,5086.38,277
178885,107737,4672.48,9275.36,2300.25,2065.44,2073.24,11657.9,791.25,2975.7,277.6
49604.6,120675,2332.76,3475.94,2898.75,3204.24,3013.92,4672.2,834.75,5668.26,277.9
182212,172619,5192.16,9382.08,4710.75,5165.94,5416.32,31795.9,1593,8321.82,279
99373.8,70508.9,4086.1,9232.44,1754.25,1883.7,1680.12,7224.36,617.25,1564.68,281
262143,164890,9270.14,20576.1,3378,3201.12,3531.06,15543.1,986.25,7410,281.7
130463,72102.4,3183.04,9642.5,1173,1072.5,1287,14738.1,410.25,1722.24,282.3
77223.5,56132.7,3013.68,7200.12,1307.25,1328.34,1409.46,10336.6,461.25,1946.88,283.8
85824.2,119473,5217.1,11307.1,2919.75,3164.46,3028.74,17893.2,1034.25,4485,286.9
89830,85752.4,4253.14,10609.4,1371.75,1521,1360.32,13579.8,477,1683.24,288.3
127555,82673,3525.24,10754.4,1020,1045.2,1145.04,16122.6,269.25,2209.74,288.9
114566,242674,3122.72,5271.62,4041.75,4290,3780.66,14068.9,1501.5,5151.9,290.1
84070.4,72307.6,2424.4,6310.4,1640.25,1804.92,1595.88,9975.42,609,2357.16,291.4
243668,141476,7767.94,20359.7,2735.25,2598.18,2723.76,30117.4,885.75,3938.22,295.8
190206,99912.5,2989.9,6576.04,2387.25,2574.78,2587.26,13103.2,768,3740.88,297.1
262143,262143,10919.7,24946.4,6942.75,6782.88,6931.08,37208.3,2199,10613.5,297.2
109222,79245.7,4878.38,15048.1,883.5,773.76,816.66,10101.8,234.75,1127.88,297.8
118525,89021.4,4321,12663.1,1269,1283.1,1331.46,18332.3,468.75,1721.46,298.1
101712,110187,3773.48,8531.22,2004.75,1806.48,1545.96,9408.36,724.5,2031.9,298.5
157582,71500.3,4415.54,10033.4,1782.75,1828.32,1840.8,17935.3,540.75,2985.06,299.1
177332,91934.7,4089,9493.44,1826.25,1609.92,1816.62,11586.9,641.25,2698.02,299.4
179362,95018,5286.12,12461.9,2023.5,2274.48,1885.26,12045.5,680.25,2127.84,300.9
168399,108834,8432.04,21337,2877.75,3016.26,2911.74,19534.3,959.25,4109.04,302.9
211137,251382,6727.42,14980.8,3960.75,4169.1,4581.72,30097.1,1352.25,8838.18,303
126050,107178,5621.94,10851.2,2348.25,2513.94,2249.52,15521.2,843.75,3125.46,303
253316,250754,8349.68,15519.6,5840.25,5045.82,5508.36,36617.9,1893.75,9186.06,304.3
262143,212013,12556.4,29834.6,6331.5,7161.18,6496.62,46375.7,2386.5,9111.96,305.2
159653,124092,5387.04,11668.4,2812.5,2677.74,2453.1,18368.2,966,3963.96,306.2
136269,229325,6151.48,12669.5,5488.5,4832.1,4141.8,15061.8,1859.25,7474.74,306.9
199600,109694,8858.34,19996.7,2705.25,2776.02,2712.84,16626.5,963.75,3779.1,309.9
262143,188886,6734.96,14371.8,5532,5636.28,5729.88,32027.6,2193,10931.7,311.4
148363,99645,3842.5,8753.36,2200.5,2061.54,2113.02,15778.6,774,3251.04,311.4
168457,152793,3474.78,6525,3788.25,4500.6,3856.32,7197.06,1368.75,5548.92,312.9
