"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
204613,53458.1,1352.56,338.72,814.5,1009.32,920.4,15656.9,235.5,16110.1,196.8
83715.5,69437.9,3901.08,10434.2,1278,1535.04,1793.22,28640.8,471.75,3189.42,197.2
109483,88634.5,3106.48,5062.82,2058.75,2422.68,2433.6,23733.8,864.75,3128.58,197.5
262143,96566.3,1039.36,145,1293.75,4842.24,1711.32,9525.36,384.75,9728.94,198.7
262143,262143,16732.4,3957.92,5563.5,11501.1,6632.34,79867.3,1486.5,174456,199.1
262143,111250,1806.12,461.1,2207.25,12763.9,3336.84,18196.6,559.5,14597.7,199.3
101674,76845.6,4736.28,9971.94,1721.25,1981.2,1755.78,12293.6,648.75,2747.94,199.6
262143,199936,9920.32,21239.6,3142.5,3133.26,3921.84,71691.4,1076.25,8147.88,200.6
79619.2,78139.6,3503.78,7763.3,1419.75,1239.42,1837.68,29814.7,462.75,2394.6,200.9
83374.8,65950.6,3667.92,8080.56,1621.5,1774.5,1652.82,10786.6,510,2462.46,201.6
262143,87199.3,1426.8,527.22,1285.5,5316.48,2227.68,29048,384,17309.8,201.8
262143,153512,2533.44,1148.98,2252.25,4328.22,4030.26,72739.7,712.5,29347.5,202.3
152177,108869,4264.16,10196.4,2469,2739.36,2525.64,13079,806.25,4383.6,203
93590.4,92031.4,4332.6,10215,1335.75,1168.44,1372.02,23904.7,426.75,2247.18,204
165433,107024,3303.1,9228.96,880.5,855.66,1020.24,25597.3,355.5,2542.02,204.3
183438,96229.4,4514.72,12010.6,1368,1381.38,3195.66,63977.2,445.5,2806.44,204.3
222134,75023.5,1316.6,1172.18,1441.5,5349.24,4261.14,71036.9,393,12582.2,204.4
128680,72019,1289.92,315.52,1150.5,6884.28,2328.3,19631.8,290.25,10069,205
262143,73252.1,1748.12,558.54,811.5,2367.3,1536.6,24154.3,207.75,18610,205.6
197297,44748.6,649.02,417.6,679.5,1623.96,1180.92,20628.7,211.5,8146.32,206.5
168815,56624.1,2681.34,7984.86,1037.25,1171.56,1048.32,14858.2,359.25,1443,207.1
175001,57685.7,752.84,446.6,681.75,2396.16,1176.24,18245.8,201,9126.78,207.7
262143,107664,1513.8,357.28,1804.5,2786.16,2161.38,11723.4,618.75,11930.9,207.7
153820,80110.7,3579.76,7012.78,1850.25,2059.98,2077.14,13129.7,747.75,2630.16,208.8
172264,157856,7962.82,17750.9,2754.75,2889.9,3420.3,48903.7,961.5,6033.3,210.8
189241,33796.6,693.1,195.46,315.75,702,601.38,10863.8,105,7178.34,214
262143,47389.7,421.08,182.12,686.25,1714.44,831.48,6492.72,187.5,4528.68,214.6
134580,44703.4,2643.06,6549.36,885.75,911.82,880.62,8955.18,260.25,2623.92,215.4
227352,70546.3,1229.6,412.38,918.75,2798.64,1585.74,19354.1,278.25,12965.9,215.9
151260,53624.2,2881.44,6337.66,1584.75,1811.94,1875.9,11331.1,570.75,2650.44,216.1
262143,109335,3413.88,849.12,2035.5,10990.2,3499.08,34739.6,548.25,38471.9,216.7
262143,121414,1724.92,310.88,1256.25,2529.54,1607.58,14187.4,384.75,18088.2,217.3
210427,50641.5,3160.42,1245.84,638.25,3123.12,1199.64,31547.1,125.25,51426.2,217.7
250771,74324.6,2877.38,805.62,1162.5,3136.38,1889.94,32182.8,353.25,35118.7,219.4
257922,80808,589.86,185.6,883.5,2595.84,1177.02,12067.4,250.5,5927.22,220.3
169997,109994,5026.28,12247.3,1446,1463.28,1542.84,16902.6,494.25,3689.4,220.7
154968,57411.9,2985.84,7686.16,1258.5,1515.54,1313.52,10792.9,468,1515.54,220.9
145455,62001.4,4290.26,9342.64,1058.25,1011.66,1268.28,17316.8,355.5,2318.94,221.5
196041,45734.5,473.28,191.98,395.25,1819.74,752.7,13285.7,105.75,5686.98,222.1
232673,50292.8,1133.32,444.86,585,1949.22,1206.66,17843.3,196.5,11469.9,222.6
130045,68857.6,4833.72,10692.3,1395,1858.74,1954.68,30601.7,513,3197.22,222.8
262143,73823.1,1034.14,436.16,848.25,2979.6,1451.58,21584.9,242.25,12037,223.5
194302,41900,461.68,266.8,578.25,1855.62,932.1,15515.8,161.25,7494.24,223.6
119411,53309.1,3011.36,7513.32,1338,1455.48,1501.5,20783.1,522,2488.2,223.6
237696,56778.5,1071.84,270.86,700.5,1737.06,836.94,11828.7,205.5,13114.1,227
262143,262143,1451.16,535.92,5528.25,17661.5,6894.42,30001.1,1996.5,9308.52,227.6
231052,45099.6,1287.02,254.62,561,940.68,936.78,14238.9,179.25,11349,227.9
173994,35564.1,542.3,223.88,615,1482.78,1015.56,14306.8,225.75,8551.92,228.1
