"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
111680,84064.5,2637.26,6540.66,1099.5,995.28,1418.04,38828.4,299.25,3697.2,125.3
223182,55410.4,580,295.22,755.25,4519.32,1155.96,12430.1,167.25,5145.66,125.6
144743,85913.9,1369.96,894.94,1273.5,5229.9,1517.1,12480,297.75,16178,126.3
133745,61359.5,1994.04,6494.26,751.5,702,1249.56,41454.7,205.5,1255.8,126.4
204973,61905.5,452.98,19.72,1040.25,8450.52,1835.34,5101.2,216,3133.26,126.6
262143,136321,630.46,812.58,2112,12397.3,3930.42,41797.9,419.25,1753.44,126.8
120091,100987,2624.5,6906.06,2498.25,2340,4126.98,107373,869.25,4972.5,127.2
113817,38483.6,588.7,149.06,393,1031.16,464.88,5148,111,6764.94,128.4
261669,85650.2,461.1,417.02,1019.25,4050.54,1882.92,23563.8,269.25,4315.74,128.9
188584,57826.1,372.36,206.48,897,2794.74,1162.98,9814.74,257.25,2334.54,129
203804,131857,3851.2,11198.1,1404,1414.92,3778.32,132159,443.25,4266.6,129.1
262143,83524.7,714.56,261.58,1278,6406.14,2308.8,19337.8,284.25,5570.76,129.4
110728,110914,5293.66,15185.6,1530.75,1517.88,4477.98,162047,478.5,7681.44,129.8
262143,79489.8,813.74,600.88,1130.25,3912.48,2019.42,24772.8,299.25,5087.16,130
227073,82552.1,724.42,208.22,1466.25,7412.34,2069.34,10725,359.25,4268.94,131.3
262143,61215.2,6.96,273.76,1141.5,8385,2132.52,17576.5,138.75,861.9,131.4
105726,48214.1,3652.84,703.54,525,702,263.64,17694.3,2050.5,50434.8,131.6
262143,91026,430.36,97.44,1695.75,16537.6,3088.02,2539.68,309.75,3630.9,131.6
262143,134213,2502.12,819.54,2826,24768.9,5272.02,32243.6,471.75,19681,131.9
227155,126458,6077.24,13777.9,2753.25,3057.6,4389.84,105849,873.75,4485,132
